LGA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA17080,0,15,0,15,..,27,11,40,0,40,..,0,0,0,0,0,..,10,0,10,0,10,..,146,20,168,3,168,..,588,58,651,3,653,..,42,0,43,1220,1263,12979,630,64,689,1223,14891
LGA17100,140,2181,19,2197,..,196,87,283,5,286,..,153,25,172,0,172,..,953,182,1137,7,1147,..,2311,212,2522,56,2579,..,24584,4940,29517,240,29762,..,304,78,382,2172,2554,13277,24883,5020,29898,2414,45593
LGA17150,0,97,0,97,..,514,80,599,0,598,..,195,20,210,0,210,..,505,85,594,9,604,..,2512,334,2846,85,2930,..,27833,3599,31436,322,31757,..,639,51,693,7017,7709,190743,28475,3651,32123,7339,230211
LGA17200,10,362,10,371,..,4037,1851,5887,27,5916,..,568,91,658,5,664,..,2012,484,2495,18,2511,..,4142,486,4634,109,4743,..,62527,10636,73167,561,73722,..,886,202,1089,14097,15192,122723,63419,10835,74259,14659,211632
LGA17310,4,29,0,29,..,48,11,60,0,59,..,4,0,4,0,4,..,206,145,350,0,349,..,622,90,710,21,738,..,2956,619,3573,60,3630,..,182,19,202,4265,4463,54968,3136,638,3778,4326,63070
LGA17350,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,9,0,9,..,17,3,23,3,25,..,132,15,149,5,151,..,16,0,16,307,323,5562,149,15,165,313,6034
LGA17400,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,41,3,44,7,53,..,167,18,184,8,195,..,34,0,34,612,646,5968,205,18,222,622,6810
LGA17420,93,2824,23,2843,..,320,63,379,4,381,..,444,50,498,0,501,..,617,100,719,7,721,..,4908,433,5342,149,5491,..,64964,8736,73697,679,74377,..,788,124,907,4196,5102,112395,65748,8859,74609,4872,191876
LGA17550,0,30,0,33,..,188,22,210,0,210,..,25,0,25,0,25,..,74,9,88,0,88,..,644,85,737,22,756,..,4360,430,4793,72,4862,..,303,26,328,6379,6715,85814,4664,450,5117,6454,97392
LGA17620,3,15,0,15,..,4,0,9,0,9,..,0,0,0,0,0,..,7,5,12,0,12,..,114,20,136,0,133,..,452,131,578,8,584,..,36,3,41,879,917,12728,483,132,619,888,14229
LGA17640,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,5,3,9,0,9,..,48,4,50,0,47,..,194,15,209,0,213,..,23,0,25,674,695,7604,215,17,235,674,8514
LGA17650,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,8,0,8,..,19,0,19,0,19,..,133,6,143,0,144,..,11,0,11,367,377,5447,142,6,152,369,5971
LGA17750,11,115,0,117,..,72,16,95,0,90,..,0,0,0,0,0,..,86,14,107,0,107,..,1603,605,2208,31,2235,..,5072,1017,6090,82,6168,..,202,30,233,3514,3747,57697,5276,1045,6318,3593,67609
LGA17850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,33,0,33,..,55,0,54,0,54,..,11,0,12,282,294,2665,65,3,69,282,3016
LGA17900,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,69,0,74,0,74,..,237,36,277,5,276,..,27,0,27,1353,1378,3595,264,36,302,1356,5253
LGA17950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,78,3,75,0,75,..,3,0,3,270,268,2202,77,3,85,270,2550
LGA18020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,46,4,53,0,53,..,200,12,212,0,213,..,26,3,23,1231,1258,7757,225,14,235,1229,9225
LGA18050,0,17,0,16,..,111,26,140,0,140,..,75,6,82,0,82,..,102,11,111,0,111,..,2240,111,2349,31,2388,..,13153,1091,14247,121,14372,..,266,19,283,3791,4077,50164,13422,1110,14527,3916,68605
LGA18100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,13,..,49,0,51,0,55,..,9,0,9,244,255,3302,58,0,64,245,3608
LGA18200,0,4,0,4,..,11,0,19,0,19,..,11,0,11,0,11,..,0,0,0,0,0,..,65,12,77,4,76,..,249,32,279,0,288,..,31,9,42,868,913,6255,283,41,323,875,7453
LGA18250,4,241,0,244,..,434,124,554,0,560,..,59,0,60,0,60,..,314,36,345,3,350,..,1627,210,1836,61,1893,..,25676,5111,30789,245,31032,..,261,55,320,2276,2599,41979,25940,5168,31107,2528,75613
LGA18350,3,18,0,18,..,86,18,110,0,110,..,26,4,30,0,30,..,39,9,47,0,51,..,430,50,483,10,494,..,3320,323,3637,46,3685,..,122,12,138,2531,2668,46361,3439,332,3775,2574,52709
LGA18400,0,3,0,3,..,34,11,45,0,45,..,45,0,45,0,49,..,49,8,63,0,63,..,583,80,661,8,662,..,2742,314,3059,23,3078,..,150,10,160,2364,2525,48361,2887,330,3213,2389,53961
LGA18450,7,210,0,215,..,463,125,581,8,588,..,747,198,941,5,948,..,843,264,1101,7,1115,..,3370,664,4032,73,4104,..,28292,5284,33575,288,33864,..,732,120,848,8673,9520,171184,29024,5404,34426,8957,214564
LGA18500,0,28,0,28,..,97,18,107,0,112,..,76,9,77,0,80,..,122,12,133,0,133,..,1050,62,1117,16,1128,..,7574,632,8210,85,8295,..,153,5,162,2511,2678,42520,7735,645,8379,2598,53496
LGA18710,0,5,0,5,..,16,4,20,0,20,..,7,0,7,0,7,..,14,6,22,0,22,..,105,13,115,6,118,..,623,75,698,12,707,..,32,0,34,792,824,15750,660,71,730,800,17281
LGA19399,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,19,0,19,..,39,6,40,0,39,..,0,0,0,81,81,893,39,6,40,79,1016
LGA19499,0,13,0,14,..,10,3,14,0,16,..,12,4,11,0,11,..,25,16,39,0,39,..,171,32,203,4,205,..,966,159,1125,25,1150,..,35,6,40,3764,3803,6417,1003,162,1166,3781,11371
LGA19799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,4,0,4,..,112,20,131,0,136,..,787,114,899,16,916,..,35,8,45,846,890,11428,822,119,941,864,13235
LGA20260,0,3,0,3,..,8,0,8,0,8,..,7,4,6,0,6,..,18,4,17,0,17,..,99,9,111,5,109,..,504,85,588,8,595,..,23,0,23,1427,1444,9836,527,83,615,1428,11880
LGA20570,0,146,3,149,..,119,20,139,4,139,..,18,3,26,0,26,..,167,23,186,0,186,..,1117,125,1243,40,1287,..,7122,733,7858,113,7976,..,316,36,356,5258,5612,100172,7444,771,8214,5375,113763
LGA20660,30,547,9,550,..,258,30,284,5,292,..,159,13,169,0,171,..,776,148,923,4,933,..,2642,356,3000,90,3089,..,23714,3542,27255,290,27548,..,430,56,479,3576,4061,94634,24146,3592,27742,3865,126236
LGA20740,0,17,0,17,..,59,10,65,0,65,..,15,0,15,0,15,..,45,9,59,0,59,..,300,41,342,0,348,..,1817,213,2033,29,2060,..,126,3,129,2615,2744,35984,1941,223,2160,2647,40789
LGA20830,5,38,0,38,..,65,18,78,0,82,..,20,0,20,0,20,..,63,34,99,0,97,..,555,49,610,10,617,..,2482,312,2787,31,2819,..,128,6,135,3074,3214,51600,2607,316,2923,3106,57626
LGA20910,8,89,0,91,..,124,10,133,3,138,..,224,16,240,0,245,..,226,28,258,0,258,..,1665,135,1801,39,1842,..,13763,1725,15487,158,15645,..,306,33,342,3191,3534,82132,14071,1758,15830,3349,101306
LGA21010,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,8,0,9,..,73,4,76,0,80,..,464,46,513,14,529,..,39,0,39,1165,1204,12802,504,46,550,1179,14528
LGA21110,16,683,3,684,..,329,41,369,0,369,..,191,17,211,4,210,..,1792,272,2067,16,2080,..,2115,195,2310,60,2373,..,41121,6756,47878,346,48227,..,507,49,556,4555,5117,114556,41632,6809,48437,4906,167900
LGA21180,163,988,8,1000,..,357,85,443,3,443,..,1719,462,2186,7,2189,..,22839,12888,35726,299,36020,..,14675,3784,18451,220,18673,..,84422,26093,110518,903,111421,..,1256,420,1669,10861,12534,70661,85679,26514,112188,11765,194618
LGA21270,0,0,0,0,..,8,0,10,0,10,..,6,0,3,0,3,..,3,0,3,0,3,..,32,0,36,0,36,..,183,19,203,0,206,..,11,0,13,518,534,5444,196,22,217,520,6178
LGA21370,0,10,0,10,..,27,23,52,0,52,..,6,4,6,0,6,..,23,12,32,0,32,..,195,29,228,7,229,..,1283,211,1496,27,1521,..,127,3,133,2529,2665,34548,1411,216,1629,2555,38735
LGA21450,71,646,3,651,..,170,29,200,0,200,..,89,12,102,0,105,..,185,54,240,0,242,..,3455,630,4091,83,4175,..,18466,2362,20820,247,21073,..,459,84,544,5472,6012,91108,18921,2444,21360,5721,118194
LGA21610,510,5961,74,6034,..,566,138,703,11,711,..,1409,298,1710,10,1717,..,2136,801,2941,12,2956,..,29964,7655,37617,532,38144,..,129632,21284,150921,1607,152525,..,2795,765,3563,15352,18913,193800,132433,22049,154479,16959,365239
LGA21670,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,6,..,4,6,8,0,8,..,91,10,97,0,98,..,366,32,397,5,403,..,43,0,51,929,975,12098,413,31,446,935,13483
LGA21750,0,10,0,10,..,17,3,22,0,25,..,3,0,3,0,3,..,20,9,26,0,26,..,202,38,236,12,246,..,988,304,1290,18,1310,..,41,0,49,1398,1447,19672,1032,302,1334,1419,22423
LGA21830,0,0,0,0,..,7,3,11,0,11,..,3,0,3,0,3,..,7,0,7,0,7,..,70,6,81,4,79,..,364,42,413,0,410,..,39,0,43,1112,1154,14555,407,46,452,1113,16115
LGA21890,30,457,9,461,..,265,41,308,0,308,..,351,72,421,3,424,..,2235,813,3050,23,3067,..,3357,460,3819,94,3912,..,38756,8827,47588,414,48003,..,551,108,661,5792,6448,94119,39315,8937,48249,6202,148570
LGA22110,3,40,0,41,..,32,33,63,0,71,..,6,0,6,0,6,..,74,39,114,0,114,..,290,39,329,10,336,..,1687,252,1940,28,1968,..,129,18,150,3519,3664,43084,1812,272,2090,3546,48715
LGA22170,24,329,3,333,..,296,56,349,4,353,..,154,28,181,0,180,..,263,62,330,0,327,..,2320,372,2698,62,2755,..,13605,1938,15545,184,15734,..,498,44,539,6591,7131,116411,14100,1985,16087,6778,139281
LGA22250,0,0,0,0,..,13,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,29,3,34,4,39,..,221,30,251,3,256,..,30,4,29,818,851,9574,248,36,279,824,10683
LGA22310,24,799,14,813,..,298,55,347,4,352,..,175,20,199,7,200,..,999,136,1136,8,1143,..,6809,483,7288,127,7416,..,40173,5465,45633,429,46060,..,587,86,669,4472,5143,97714,40760,5545,46301,4893,148908
LGA22410,0,4,0,4,..,32,0,31,0,31,..,0,0,0,0,0,..,18,5,21,0,22,..,109,11,124,4,124,..,539,39,578,5,582,..,49,0,52,1330,1384,18185,588,41,630,1341,20152
LGA22490,0,0,0,0,..,24,4,24,0,26,..,4,0,4,0,4,..,14,3,15,0,19,..,200,33,232,7,241,..,674,66,736,12,752,..,42,5,47,1135,1179,23053,711,72,782,1151,24985
LGA22620,3,83,0,81,..,81,21,102,0,102,..,27,3,37,0,37,..,124,43,170,5,176,..,1820,911,2726,57,2785,..,6323,1426,7753,116,7869,..,322,63,378,6530,6911,106692,6645,1489,8133,6647,121470
LGA22670,348,2761,32,2797,..,418,236,655,5,657,..,1183,326,1510,12,1518,..,11981,6691,18668,112,18784,..,13624,4408,18033,197,18227,..,75626,25385,101009,840,101849,..,1508,703,2209,7788,9994,46362,77130,26092,103225,8621,158208
LGA22750,40,462,4,462,..,351,79,431,3,436,..,279,52,340,0,340,..,650,237,889,9,897,..,5087,1294,6384,130,6513,..,27176,4242,31411,388,31800,..,759,108,866,13049,13915,225345,27937,4347,32283,13431,271057
LGA22830,14,161,0,159,..,111,47,157,0,158,..,356,122,483,0,483,..,69,27,95,8,102,..,1960,728,2692,50,2743,..,9499,2395,11889,167,12066,..,268,64,334,4921,5251,51093,9762,2460,12228,5090,68409
LGA22910,0,0,0,0,..,20,0,20,0,20,..,10,0,10,0,10,..,13,0,16,0,16,..,145,16,163,0,169,..,718,69,789,8,798,..,39,0,42,1254,1297,14514,759,73,835,1262,16604
LGA22980,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,7,3,11,0,11,..,151,115,262,6,266,..,270,127,396,3,402,..,18,4,25,362,389,4903,290,130,419,370,5698
LGA23110,10,195,0,194,..,192,42,236,5,237,..,117,19,132,3,132,..,1346,504,1847,26,1873,..,3236,595,3830,81,3908,..,20805,3672,24478,258,24734,..,361,71,431,3785,4213,62380,21168,3740,24909,4037,91322
LGA23190,4,11,0,13,..,13,0,13,0,13,..,11,0,20,0,15,..,17,0,18,0,18,..,147,65,218,7,219,..,828,115,944,15,958,..,43,8,49,1052,1102,18370,870,123,993,1062,20429
LGA23270,66,955,18,975,..,402,112,518,7,518,..,11544,3160,14709,100,14814,..,1414,662,2073,11,2081,..,17809,5993,23796,308,24106,..,98145,19661,117803,1213,119012,..,2057,660,2713,11985,14697,110184,100196,20322,120519,13197,243901
LGA23350,0,0,0,0,..,12,3,17,0,17,..,0,0,0,0,0,..,4,0,0,0,0,..,101,13,110,0,111,..,362,31,394,11,404,..,18,6,27,1031,1058,15902,386,34,421,1044,17368
LGA23430,34,762,6,775,..,323,77,401,0,401,..,617,140,757,8,767,..,1302,407,1711,14,1727,..,3538,432,3964,86,4048,..,34501,6212,40722,408,41125,..,566,83,651,4810,5466,111535,35072,6294,41372,5219,158129
LGA23670,67,1452,6,1457,..,321,34,355,4,362,..,151,24,175,3,176,..,967,315,1282,10,1294,..,2945,518,3469,112,3575,..,38443,6803,45242,493,45732,..,586,107,690,4525,5217,108159,39023,6906,45930,5017,159103
LGA23810,0,44,0,44,..,75,19,98,3,100,..,18,4,16,0,16,..,87,32,122,3,127,..,1007,201,1210,34,1246,..,4355,704,5056,72,5134,..,223,38,267,5419,5682,66500,4578,741,5325,5493,77318
LGA23940,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,4,0,4,..,24,0,33,0,33,..,215,22,240,0,241,..,15,4,12,805,823,6692,228,29,255,807,7759
LGA24130,0,7,0,7,..,43,3,42,0,42,..,42,0,42,0,42,..,34,8,37,0,37,..,437,43,481,4,485,..,2092,224,2309,28,2340,..,95,6,94,2486,2584,46536,2181,227,2407,2519,51458
LGA24210,16,422,0,425,..,150,15,167,0,168,..,245,44,293,0,293,..,688,134,817,10,828,..,1826,255,2084,84,2169,..,47505,9680,57188,494,57685,..,447,87,536,3291,3825,63188,47954,9766,57725,3790,124700
LGA24250,3,4,0,4,..,10,0,12,0,12,..,4,0,4,0,4,..,12,0,9,0,9,..,51,10,61,0,60,..,376,33,408,4,418,..,13,0,13,732,746,9011,391,33,426,733,10178
LGA24330,15,212,0,209,..,222,33,259,0,253,..,286,72,364,5,360,..,6951,2900,9851,76,9928,..,3471,546,4021,74,4097,..,25509,6597,32108,326,32435,..,369,85,451,4075,4533,48241,25878,6684,32559,4408,85209
LGA24410,15,263,3,272,..,245,31,277,0,279,..,61,16,71,0,71,..,436,119,555,4,555,..,3039,1400,4439,112,4553,..,18241,4225,22469,282,22750,..,439,122,560,3307,3864,88426,18681,4348,23028,3585,115043
LGA24600,50,1122,10,1138,..,1515,392,1911,9,1916,..,407,61,467,5,470,..,2713,445,3157,19,3172,..,4896,540,5438,111,5545,..,60781,7686,68466,409,68881,..,527,105,633,10737,11369,69367,61319,7785,69098,11152,149615
LGA24650,112,1271,15,1284,..,304,50,352,0,353,..,1140,156,1295,11,1305,..,3222,1304,4526,28,4557,..,11585,2074,13661,216,13881,..,60815,8162,68973,751,69725,..,1118,275,1393,10588,11977,97261,61929,8435,70363,11334,178960
LGA24780,14,88,3,92,..,76,92,168,8,175,..,278,154,431,0,431,..,202,199,399,8,408,..,1032,346,1383,24,1404,..,5044,1862,6907,99,7004,..,212,33,250,4203,4455,45513,5252,1901,7159,4303,56972
LGA24850,6,72,0,76,..,68,9,75,0,76,..,167,27,195,0,195,..,58,18,75,0,75,..,869,156,1022,30,1056,..,4978,591,5566,73,5640,..,137,15,147,2791,2936,40885,5110,606,5715,2869,49460
LGA24900,0,16,0,16,..,49,16,63,0,63,..,0,0,3,0,3,..,16,7,22,0,22,..,184,26,208,3,209,..,1260,311,1574,25,1601,..,90,6,95,2122,2215,26713,1355,314,1668,2144,30522
LGA24970,120,3162,16,3177,..,437,74,513,3,517,..,255,43,296,3,301,..,2874,600,3473,26,3497,..,5458,581,6040,116,6152,..,82939,15299,98240,749,98988,..,722,170,892,6968,7858,83546,83664,15465,99128,7721,190397
LGA25060,19,283,4,288,..,228,45,272,0,279,..,756,119,875,8,882,..,2195,691,2885,17,2902,..,3462,531,3996,72,4065,..,29205,4825,34036,317,34350,..,471,72,544,4178,4718,82779,29679,4902,34575,4499,121851
LGA25150,7,47,0,47,..,16,0,25,0,25,..,26,5,29,0,29,..,51,17,70,3,70,..,588,62,654,15,667,..,2609,265,2875,40,2918,..,97,14,111,1747,1850,32863,2706,281,2983,1782,37632
LGA25250,34,430,5,434,..,299,57,349,0,352,..,2405,633,3036,28,3065,..,1257,334,1589,11,1604,..,4006,635,4638,130,4770,..,49991,8528,58516,604,59123,..,786,129,918,6767,7682,104555,50775,8654,59431,7366,171357
LGA25340,0,34,0,34,..,198,27,219,0,225,..,64,13,76,0,76,..,104,23,130,0,130,..,1180,144,1328,28,1355,..,8207,842,9051,121,9177,..,430,24,455,8651,9108,150667,8641,871,9508,8780,168948
LGA25430,0,7,0,7,..,15,0,15,0,15,..,5,0,5,0,5,..,12,0,10,0,10,..,153,23,177,0,177,..,596,55,655,10,660,..,48,5,50,1933,1980,17612,645,57,708,1936,20253
LGA25490,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,76,11,85,8,90,..,340,26,368,10,381,..,37,5,44,1052,1092,15903,375,30,410,1059,17374
LGA25620,0,3,0,3,..,13,0,13,0,13,..,11,0,11,0,11,..,13,3,16,0,16,..,113,13,124,0,128,..,518,41,559,4,567,..,18,6,20,1283,1305,13328,540,45,580,1289,15197
LGA25710,0,60,0,59,..,44,8,56,0,51,..,101,21,116,0,118,..,79,7,88,0,88,..,621,73,696,21,712,..,5469,513,5980,64,6039,..,144,6,148,1561,1712,55147,5614,517,6131,1624,62895
LGA25810,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,5,5,8,0,8,..,134,12,147,0,148,..,523,114,637,5,643,..,32,4,32,1007,1040,10258,553,117,672,1013,11948
LGA25900,6,185,3,192,..,246,31,278,0,278,..,231,37,267,0,264,..,438,79,518,7,518,..,2522,264,2789,57,2846,..,19063,2180,21252,207,21461,..,337,40,376,6210,6590,73895,19406,2223,21630,6424,101942
LGA25990,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,49,3,56,0,57,..,153,15,159,8,167,..,10,3,12,939,951,6558,159,15,169,940,7671
LGA26080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,19,..,106,9,111,0,113,..,4,0,4,213,214,2943,113,9,121,215,3276
LGA26170,0,11,0,11,..,13,0,13,0,13,..,0,0,0,0,0,..,25,16,31,4,39,..,220,21,245,3,249,..,1039,127,1170,19,1185,..,51,8,58,1953,2008,27388,1091,136,1226,1967,30577
LGA26260,0,0,0,0,..,19,3,23,0,23,..,0,0,0,0,0,..,11,0,8,0,8,..,71,14,82,3,91,..,440,50,492,13,501,..,38,0,41,934,974,15109,478,51,529,947,16588
LGA26350,8,260,4,260,..,266,59,326,9,327,..,204,54,259,0,261,..,562,93,658,5,666,..,1801,167,1962,43,2002,..,20234,2766,23002,202,23205,..,244,33,272,4683,4953,76544,20475,2798,23275,4882,104703
LGA26430,0,8,0,8,..,26,0,30,0,30,..,4,0,4,0,4,..,8,12,18,0,18,..,56,12,65,3,66,..,358,58,415,7,419,..,38,5,49,981,1020,10011,401,61,458,987,11455
LGA26490,0,3,0,3,..,17,0,21,0,21,..,3,0,3,0,3,..,15,0,23,3,23,..,288,23,309,7,318,..,1429,108,1531,32,1562,..,70,8,79,1870,1946,34184,1493,116,1608,1902,37694
LGA26610,0,24,0,24,..,61,66,129,0,129,..,0,0,0,0,0,..,162,237,401,9,408,..,505,183,690,20,712,..,2303,1139,3444,55,3504,..,90,40,131,1738,1870,16030,2393,1177,3572,1800,21403
LGA26670,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,7,34,0,34,..,162,12,170,6,175,..,12,0,12,521,531,5516,165,12,179,529,6223
LGA26700,6,33,0,33,..,43,22,64,5,64,..,5,0,0,0,3,..,19,8,26,0,26,..,173,18,194,14,209,..,1351,181,1529,26,1551,..,77,13,85,1638,1723,26531,1419,195,1617,1659,29808
LGA26730,6,28,0,28,..,56,15,76,0,76,..,8,0,10,4,16,..,70,54,122,0,127,..,261,33,294,13,304,..,1544,314,1856,42,1900,..,100,8,109,1881,1993,31517,1647,320,1963,1926,35406
LGA26810,5,44,0,49,..,42,13,55,0,55,..,7,0,7,0,7,..,58,32,88,3,90,..,261,31,289,8,303,..,1570,210,1777,21,1801,..,108,0,109,3925,4032,39808,1674,213,1888,3946,45639
LGA26890,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,13,..,86,4,95,3,96,..,7,0,7,315,320,3592,93,7,100,317,4006
LGA26980,51,1001,11,1014,..,404,78,478,0,478,..,132,21,152,0,152,..,1815,499,2309,16,2322,..,2748,405,3155,99,3256,..,54224,13732,67949,637,68588,..,543,100,638,5505,6147,94609,54759,13830,68590,6147,169346
LGA27070,225,2506,28,2536,..,334,75,413,4,418,..,1440,363,1809,8,1817,..,3635,1596,5226,46,5274,..,7929,1228,9161,214,9376,..,87169,15215,102381,1063,103445,..,1417,323,1741,9094,10833,115115,88588,15534,104124,10153,229396
