SA3_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
10102,0,87,0,85,..,94,11,102,0,101,..,39,0,40,0,40,..,82,19,99,0,99,..,1009,106,1112,21,1135,..,7754,765,8517,78,8600,..,227,30,259,3102,3363,52829,7984,796,8774,3182,64793
10103,0,3,0,3,..,53,10,57,0,57,..,9,0,5,0,5,..,13,4,13,0,13,..,182,18,203,6,210,..,1153,132,1283,20,1304,..,39,3,45,1601,1648,17767,1193,142,1331,1627,20717
10104,0,7,0,7,..,89,20,108,0,111,..,18,0,20,0,20,..,66,16,82,0,79,..,504,49,558,11,567,..,2511,262,2779,45,2823,..,182,10,193,5283,5470,68436,2693,272,2969,5325,76736
10105,3,11,0,11,..,39,13,52,0,48,..,13,0,16,0,16,..,25,4,33,0,33,..,320,50,369,10,372,..,1833,273,2104,32,2142,..,109,16,133,2882,3014,33251,1948,287,2237,2917,38403
10106,0,10,0,10,..,24,7,30,0,30,..,9,0,9,0,9,..,29,18,47,0,47,..,215,28,243,9,253,..,1504,232,1738,24,1760,..,87,4,92,2294,2388,34006,1590,238,1829,2321,38159
10201,0,129,6,128,..,386,77,463,4,466,..,89,11,96,0,96,..,219,44,269,4,267,..,2065,229,2294,71,2362,..,13127,1678,14800,184,14989,..,560,77,634,7885,8524,154918,13689,1750,15440,8073,178427
10202,8,65,0,65,..,242,56,299,0,299,..,58,4,61,0,65,..,166,48,215,0,213,..,1628,199,1830,56,1883,..,8349,1166,9519,140,9656,..,523,41,559,8861,9424,149094,8871,1204,10076,9000,168171
10301,5,67,0,69,..,42,25,70,0,70,..,0,0,5,0,5,..,68,10,78,0,78,..,400,42,445,14,457,..,2316,279,2589,42,2631,..,91,5,100,3621,3727,42787,2409,284,2689,3665,49146
10302,0,9,0,9,..,28,7,31,0,33,..,0,0,6,0,6,..,18,11,24,0,26,..,354,43,393,9,400,..,1455,187,1641,31,1673,..,139,5,137,4528,4669,48339,1588,192,1785,4558,54684
10303,0,20,0,22,..,64,23,82,0,82,..,9,0,9,0,9,..,43,15,59,0,59,..,336,34,369,9,377,..,1570,191,1765,24,1786,..,136,10,141,3665,3805,42275,1706,201,1906,3689,47870
10304,0,68,0,68,..,53,31,86,0,86,..,21,4,26,0,26,..,48,13,60,0,63,..,525,73,598,26,623,..,3005,394,3393,55,3453,..,136,26,161,3355,3520,54301,3137,417,3555,3413,61266
10401,0,3,0,3,..,44,12,50,6,57,..,7,0,7,0,7,..,25,4,27,0,33,..,360,22,383,5,390,..,1332,130,1459,25,1480,..,117,19,138,4384,4523,47651,1448,150,1598,4413,53665
10402,0,21,0,21,..,117,22,140,0,140,..,13,0,13,0,16,..,68,20,87,3,90,..,1745,714,2457,56,2517,..,6112,1489,7602,122,7721,..,311,46,357,5430,5782,78955,6421,1537,7960,5556,92462
10501,0,0,0,0,..,16,3,16,0,16,..,3,0,3,0,3,..,11,8,19,0,19,..,189,8,200,4,204,..,759,71,834,11,841,..,59,3,56,3508,3567,17195,818,74,893,3518,21607
10502,4,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,135,14,150,5,153,..,562,64,626,4,634,..,58,4,62,1857,1920,17328,620,70,688,1860,19876
10503,8,80,4,88,..,50,12,58,0,62,..,0,0,0,0,0,..,55,14,66,0,67,..,666,63,732,17,754,..,4065,403,4468,62,4535,..,229,23,251,7862,8114,61432,4301,421,4721,7927,74084
10601,0,19,0,19,..,137,38,175,0,176,..,14,0,14,0,16,..,69,63,127,0,132,..,414,77,487,17,499,..,2292,344,2639,42,2680,..,244,22,269,6144,6415,88837,2538,363,2909,6188,97927
10602,4,51,0,51,..,101,26,125,0,125,..,15,4,20,0,20,..,94,41,134,0,134,..,808,124,927,35,967,..,4169,619,4789,65,4852,..,212,12,223,3150,3370,78794,4379,638,5010,3216,87019
10603,0,15,0,13,..,105,30,138,0,138,..,17,3,24,0,24,..,56,23,81,0,81,..,536,75,614,8,618,..,2695,333,3024,31,3053,..,185,14,202,3801,4002,69354,2882,348,3228,3828,76414
10604,11,30,0,35,..,37,9,48,0,48,..,0,0,0,0,0,..,12,5,18,0,18,..,223,33,254,4,262,..,1049,186,1233,17,1247,..,77,8,84,2127,2209,27126,1130,186,1322,2141,30584
10701,0,33,0,33,..,103,26,130,0,136,..,299,73,373,0,369,..,230,102,330,0,330,..,1346,249,1593,26,1620,..,10378,2305,12691,115,12803,..,278,50,329,3227,3552,63454,10656,2352,13011,3348,79819
10702,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,4,0,0,4,0,9
10703,0,22,0,23,..,154,37,186,0,194,..,285,58,346,0,346,..,144,54,200,0,200,..,936,131,1065,29,1090,..,7343,1065,8408,92,8501,..,320,29,355,4324,4677,86070,7661,1103,8759,4417,99254
10704,9,180,0,181,..,360,96,448,3,451,..,451,123,574,0,575,..,606,164,773,7,780,..,2024,411,2436,47,2488,..,17912,2975,20887,170,21055,..,453,72,525,5444,5967,107740,18360,3050,21411,5616,134762
10801,0,0,0,0,..,34,6,38,0,38,..,0,0,0,0,0,..,29,6,35,0,34,..,160,25,182,5,182,..,932,113,1043,19,1060,..,112,20,132,2192,2327,29921,1048,132,1177,2206,33311
10802,0,0,0,0,..,49,9,54,0,57,..,0,0,0,0,0,..,13,4,20,0,21,..,368,35,405,20,423,..,1332,193,1525,35,1558,..,157,10,168,4499,4669,44929,1491,203,1691,4540,51154
10803,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,15,0,15,..,27,6,34,0,32,..,0,0,0,34,34,382,27,6,34,37,445
10804,12,49,3,51,..,101,20,124,0,120,..,31,6,34,0,34,..,74,19,96,0,96,..,666,78,750,18,767,..,3105,323,3425,42,3464,..,203,15,218,3824,4049,79264,3307,336,3644,3869,86780
10805,0,10,0,10,..,62,16,72,0,72,..,5,0,5,0,5,..,31,13,42,0,42,..,310,38,351,13,365,..,1610,149,1764,29,1791,..,130,8,140,3816,3949,51600,1742,161,1899,3845,57345
10901,0,57,0,58,..,81,12,93,0,93,..,0,3,3,0,3,..,66,15,78,0,79,..,708,158,860,21,885,..,4198,782,4976,72,5053,..,180,36,209,3810,4022,57977,4374,811,5188,3882,67044
10902,0,4,0,4,..,17,11,28,0,28,..,13,0,13,0,13,..,7,7,14,0,14,..,144,30,173,0,176,..,548,141,689,9,696,..,51,11,63,1558,1621,10742,603,150,749,1567,13056
10903,0,11,0,11,..,34,4,37,0,37,..,7,3,6,0,6,..,29,7,37,0,37,..,202,18,226,17,238,..,1047,131,1178,24,1205,..,83,9,87,3446,3535,38706,1132,141,1274,3474,43453
11001,0,23,0,25,..,44,6,52,0,50,..,7,0,12,0,12,..,84,22,100,0,100,..,745,285,1028,9,1040,..,2732,432,3166,33,3191,..,130,40,170,3347,3518,30825,2867,472,3337,3377,37537
11002,0,0,0,0,..,22,3,26,0,26,..,0,0,0,0,0,..,28,4,35,0,35,..,278,29,308,14,322,..,971,131,1100,31,1130,..,125,11,135,3633,3764,33837,1095,140,1229,3662,38731
11003,0,19,0,19,..,21,3,24,0,24,..,3,0,5,0,5,..,10,4,14,0,14,..,152,15,169,6,172,..,683,79,759,10,775,..,52,4,57,3858,3909,20033,739,83,819,3866,24713
11004,4,35,0,35,..,53,19,65,0,73,..,13,0,13,0,12,..,214,147,359,0,366,..,788,107,898,27,927,..,3506,687,4196,74,4266,..,238,19,259,6296,6557,73756,3747,708,4452,6371,84579
11101,3,71,0,71,..,178,36,213,4,216,..,24,0,28,0,28,..,115,38,149,4,153,..,996,137,1134,44,1181,..,5808,753,6561,105,6665,..,380,21,398,4251,4650,115177,6187,777,6963,4358,126496
11102,0,73,0,73,..,114,48,162,0,163,..,13,4,13,0,13,..,74,13,86,0,95,..,745,115,858,25,887,..,3860,477,4336,59,4395,..,243,29,278,3292,3564,77069,4101,512,4609,3351,85022
11103,7,258,3,262,..,253,63,315,0,315,..,66,15,79,0,79,..,505,176,685,7,693,..,2553,419,2975,69,3044,..,15629,2421,18053,212,18269,..,546,90,637,7797,8428,152308,16182,2509,18689,8004,179000
11201,4,13,0,13,..,182,29,205,0,205,..,15,0,15,6,21,..,55,16,77,0,77,..,1059,88,1139,28,1165,..,5331,376,5707,74,5782,..,275,13,287,6447,6732,75259,5605,386,5997,6525,87772
11202,0,6,0,6,..,86,14,106,0,106,..,5,0,5,0,5,..,59,18,75,3,76,..,691,81,769,13,791,..,2764,262,3027,37,3069,..,204,17,221,5715,5939,62889,2967,278,3248,5757,71896
11203,0,30,0,33,..,188,22,210,0,210,..,25,0,25,0,25,..,74,9,88,0,88,..,644,85,737,22,756,..,4360,430,4793,72,4862,..,303,26,328,6379,6715,85814,4664,450,5117,6454,97392
11301,0,56,0,60,..,51,17,68,0,68,..,59,48,103,0,101,..,14,0,15,0,15,..,966,170,1138,21,1160,..,6274,1593,7867,92,7957,..,176,29,209,4057,4260,37347,6444,1623,8067,4146,49559
11302,0,15,0,15,..,27,11,40,0,40,..,0,0,0,0,0,..,10,0,10,0,10,..,146,20,168,3,168,..,585,58,648,3,653,..,42,0,43,1225,1267,13011,626,64,694,1230,14931
11303,6,117,0,119,..,81,20,99,0,101,..,4,0,4,0,4,..,113,23,137,0,137,..,1801,630,2432,40,2474,..,5754,1244,6994,94,7088,..,276,36,311,6336,6644,85428,6028,1277,7310,6430,99169
11401,0,43,0,46,..,130,38,166,0,166,..,20,4,22,0,22,..,87,23,111,0,111,..,879,100,986,27,1009,..,4643,562,5207,82,5292,..,288,22,310,6967,7275,95761,4938,582,5519,7047,108328
11402,3,18,0,18,..,86,18,110,0,110,..,26,4,30,0,30,..,39,9,47,0,51,..,431,50,484,10,495,..,3320,323,3640,46,3682,..,122,12,138,2503,2640,46357,3439,332,3777,2547,52678
11501,87,2871,23,2894,..,262,47,307,3,310,..,359,41,400,0,397,..,601,100,701,3,710,..,3605,310,3915,112,4027,..,56553,7941,64498,525,65021,..,617,104,720,3503,4225,85517,57172,8047,65214,4029,154767
11502,0,84,0,84,..,20,6,23,0,25,..,14,6,13,0,13,..,32,0,31,0,31,..,385,33,415,5,416,..,4188,505,4694,32,4726,..,94,3,95,832,927,22263,4275,515,4785,867,27914
11503,0,0,0,0,..,22,5,25,0,24,..,6,0,9,0,9,..,14,0,18,0,18,..,418,41,456,3,461,..,1112,130,1241,8,1250,..,55,3,58,827,890,22868,1167,137,1301,837,25006
11504,28,555,0,560,..,81,10,89,0,89,..,116,12,124,0,124,..,97,9,105,0,107,..,1857,173,2026,48,2077,..,16992,1871,18867,210,19075,..,237,37,277,1493,1769,35840,17229,1910,19139,1707,56682
11601,465,4386,46,4435,..,252,58,305,0,310,..,1008,288,1296,14,1311,..,400,109,515,0,513,..,7191,1356,8547,176,8726,..,58735,8726,67462,637,68099,..,841,216,1053,7372,8424,66077,59574,8940,68514,8012,142602
11602,158,3140,48,3183,..,230,47,281,9,287,..,310,57,376,0,376,..,275,69,341,4,348,..,7489,874,8370,206,8573,..,63174,5931,69114,744,69860,..,734,155,881,5807,6690,66222,63911,6086,69999,6552,142771
11603,87,882,11,898,..,145,41,185,0,186,..,648,181,833,6,842,..,435,215,653,5,650,..,6906,1390,8293,152,8445,..,42145,6000,48147,470,48621,..,895,202,1095,8365,9464,57541,43040,6205,49248,8838,115629
11701,9,161,0,160,..,423,116,541,9,544,..,563,149,711,3,712,..,441,62,499,9,511,..,2010,488,2499,57,2557,..,22601,3588,26191,236,26429,..,375,111,489,3102,3590,28760,22975,3699,26679,3337,58771
11702,0,75,5,76,..,298,92,390,6,394,..,143,56,198,0,198,..,1483,849,2336,12,2343,..,943,105,1049,20,1072,..,11492,3224,14711,128,14839,..,192,46,238,2328,2571,37362,11681,3268,14945,2457,54771
11703,10,370,10,380,..,4054,1859,5914,28,5945,..,580,97,679,5,683,..,2044,496,2544,15,2560,..,4246,493,4736,112,4848,..,63386,10755,74144,571,74707,..,907,208,1113,14310,15426,127659,64294,10964,75255,14882,217795
11801,5,47,0,50,..,242,51,291,0,290,..,152,16,170,0,170,..,240,31,266,0,266,..,3359,184,3543,54,3600,..,21451,1772,23227,216,23444,..,434,26,463,6579,7046,96686,21887,1799,23688,6796,127167
11802,3,210,0,215,..,449,92,542,0,541,..,227,37,263,3,266,..,576,90,666,3,667,..,3050,279,3329,71,3398,..,32981,4047,37026,295,37324,..,569,75,640,7513,8157,88766,33545,4118,37664,7809,134243
11901,21,246,0,246,..,331,88,419,8,431,..,436,102,540,3,546,..,12174,6491,18659,135,18797,..,4285,780,5062,147,5209,..,83525,20827,104357,880,105238,..,925,239,1161,11487,12648,68355,84452,21068,105517,12371,186245
11902,33,317,6,318,..,459,149,609,14,620,..,430,104,535,0,542,..,3728,1984,5708,32,5739,..,3922,1008,4932,136,5067,..,68539,20149,88688,820,89504,..,1009,347,1357,9226,10579,41001,69545,20492,90040,10042,141091
11903,0,144,0,148,..,475,122,598,0,594,..,143,25,169,4,173,..,949,293,1249,3,1254,..,1778,343,2120,93,2212,..,54744,14814,69563,526,70087,..,692,131,822,5424,6247,55531,55436,14950,70381,5951,131869
11904,12,277,7,279,..,916,269,1184,13,1199,..,522,76,597,3,595,..,1532,309,1835,17,1856,..,3279,869,4156,119,4276,..,67276,12458,79738,677,80411,..,992,274,1262,7782,9041,56462,68270,12726,80999,8460,145918
12001,11,351,4,353,..,248,44,295,4,293,..,403,52,455,4,456,..,632,93,727,4,730,..,1381,232,1616,61,1676,..,28000,5081,33082,295,33376,..,317,75,392,3246,3645,49689,28325,5151,33476,3546,86706
12002,4,43,3,50,..,151,31,185,3,187,..,113,11,122,0,126,..,213,43,263,3,267,..,882,74,954,20,978,..,7461,913,8375,110,8487,..,180,27,204,2180,2387,45526,7641,942,8589,2287,56398
12003,176,2737,27,2759,..,898,423,1316,10,1330,..,453,86,543,3,545,..,2787,583,3367,17,3386,..,4588,605,5187,150,5339,..,67503,15904,83406,667,84073,..,859,226,1089,6966,8055,69534,68367,16128,84494,7639,161666
12101,9,368,4,373,..,620,154,770,0,775,..,144,7,149,0,149,..,461,54,509,5,515,..,2555,294,2846,97,2943,..,36507,6387,42896,398,43300,..,419,86,501,3674,4172,69981,36926,6472,43399,4073,117456
12102,8,627,7,632,..,315,79,403,0,403,..,46,4,49,0,55,..,328,85,412,0,414,..,1927,224,2149,71,2224,..,26335,4429,30764,319,31086,..,359,64,421,2118,2543,53825,26698,4482,31184,2443,87455
12103,9,432,0,432,..,258,53,311,0,311,..,120,8,121,0,121,..,373,47,421,0,423,..,1939,156,2099,58,2159,..,35383,5775,41161,337,41501,..,413,67,480,2663,3144,79716,35796,5845,41641,3000,124357
12104,6,169,0,169,..,374,92,470,0,471,..,143,16,161,0,161,..,278,34,316,3,315,..,1710,135,1847,46,1887,..,18053,1737,19792,227,20017,..,310,22,330,3532,3863,70899,18358,1763,20122,3759,94778
12201,0,9,0,9,..,56,14,66,0,66,..,38,10,42,0,42,..,64,7,65,0,65,..,959,51,1012,22,1034,..,5631,413,6041,72,6111,..,119,6,125,1369,1499,35562,5750,415,6172,1440,43173
12202,0,4,0,4,..,94,15,111,4,117,..,35,0,33,0,33,..,85,8,94,0,94,..,824,53,877,11,892,..,5036,392,5429,58,5490,..,191,19,206,2321,2526,55470,5222,406,5629,2384,63482
12203,4,90,0,90,..,432,93,524,0,524,..,105,19,124,0,127,..,292,82,373,4,374,..,4390,622,5012,88,5097,..,25909,3228,29141,311,29447,..,615,89,707,4421,5127,122328,26532,3314,29842,4728,156903
12301,0,53,0,53,..,147,26,179,0,183,..,101,9,114,0,114,..,186,51,232,7,239,..,1310,172,1479,22,1504,..,8488,860,9347,70,9420,..,241,37,281,1876,2160,62000,8726,898,9634,1945,73578
12302,49,875,8,885,..,564,182,742,5,747,..,251,55,305,0,304,..,1231,425,1658,21,1678,..,6383,1177,7562,140,7711,..,55467,7458,62926,643,63568,..,1319,211,1533,9781,11317,102995,56783,7673,64456,10429,177879
12303,0,0,0,0,..,30,7,37,0,37,..,42,0,43,0,46,..,41,11,48,0,48,..,424,64,488,8,495,..,2215,261,2471,21,2495,..,127,8,137,2183,2315,41023,2344,266,2609,2205,45837
12401,0,21,0,21,..,134,22,160,0,160,..,20,0,19,0,19,..,129,28,155,3,156,..,965,104,1079,34,1114,..,4607,377,4981,74,5054,..,217,14,230,2399,2623,70263,4817,391,5208,2467,77950
12402,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,4,0,0,0,0,8
12403,30,505,9,521,..,326,98,425,9,432,..,193,36,235,5,239,..,258,55,310,5,314,..,3743,431,4169,84,4249,..,23707,2835,26546,306,26851,..,545,86,631,7449,8082,124379,24258,2921,27179,7754,159310
12404,0,22,0,22,..,54,9,64,0,64,..,22,0,20,0,20,..,35,19,51,0,51,..,639,73,717,11,726,..,2871,386,3259,35,3291,..,124,11,142,3042,3183,31532,2996,402,3396,3074,38002
12405,35,374,5,377,..,79,28,114,0,116,..,421,89,503,13,512,..,158,53,217,3,217,..,2448,388,2838,45,2883,..,13212,1759,14967,130,15101,..,272,68,343,3807,4157,37534,13484,1829,15308,3940,56790
12501,193,1784,17,1800,..,287,139,425,5,429,..,2958,1060,4011,27,4037,..,1651,566,2223,10,2233,..,4584,1482,6066,118,6187,..,53845,19679,73523,600,74117,..,831,326,1160,7142,8303,21123,54678,20001,74681,7742,103544
12502,19,683,6,687,..,187,39,230,0,230,..,215,42,259,0,259,..,395,68,461,0,461,..,2300,379,2678,64,2744,..,31849,8170,40018,332,40345,..,379,100,485,2732,3215,30459,32228,8272,40503,3063,74024
12503,93,1004,7,1009,..,310,120,434,0,434,..,2385,684,3064,26,3088,..,4732,2497,7222,52,7278,..,10982,3062,14047,250,14302,..,76112,20049,96168,846,97013,..,1272,442,1717,13364,15077,51729,77387,20491,97876,14209,163816
12504,761,8951,104,9055,..,310,99,412,0,412,..,611,157,766,0,772,..,758,124,881,15,893,..,10308,1156,11461,258,11714,..,75073,10606,85682,886,86564,..,827,250,1080,8068,9146,56413,75906,10856,86754,8957,152128
12601,28,827,9,835,..,132,26,157,0,157,..,68,0,75,0,75,..,321,38,359,0,358,..,1215,124,1340,45,1378,..,23124,4390,27515,249,27764,..,187,40,232,1361,1591,25476,23310,4436,27750,1609,54832
12602,31,982,12,998,..,578,133,709,11,714,..,264,20,287,0,282,..,1038,118,1157,17,1168,..,4773,692,5467,137,5605,..,57546,11567,69109,671,69781,..,570,146,714,5681,6400,71026,58114,11714,69827,6351,147202
12701,25,370,3,381,..,279,88,368,5,375,..,633,107,739,7,745,..,4897,2419,7313,57,7374,..,11016,2157,13174,153,13327,..,58151,11404,69558,633,70196,..,1202,290,1493,6590,8081,64809,59350,11701,71050,7223,143080
12702,7,107,0,104,..,643,392,1035,6,1041,..,751,212,968,7,974,..,24694,16275,40964,236,41201,..,21795,9657,31453,250,31706,..,91011,43973,134983,882,135865,..,1786,974,2758,10217,12974,46333,92802,44951,137749,11094,195172
12703,51,902,10,907,..,286,69,357,3,357,..,1025,225,1251,6,1256,..,3754,1629,5382,40,5424,..,6146,1258,7399,136,7532,..,58729,12775,71497,620,72121,..,886,225,1112,8491,9601,54460,59607,12995,72607,9115,136178
12801,0,30,0,30,..,293,46,335,0,338,..,100,11,114,0,114,..,224,40,262,4,271,..,1322,170,1494,48,1542,..,15050,1969,17024,184,17206,..,328,37,361,4122,4486,96171,15377,2006,17381,4311,117865
12802,0,68,0,68,..,224,32,258,0,258,..,89,8,97,0,97,..,279,52,330,4,331,..,1186,168,1351,40,1389,..,12715,1618,14339,141,14477,..,304,21,329,2879,3206,94059,13026,1637,14664,3021,111740
19797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
19999,0,13,0,14,..,10,3,14,0,16,..,12,4,11,0,11,..,25,16,39,0,39,..,171,32,203,4,205,..,966,159,1125,25,1150,..,35,6,40,3764,3803,6417,1003,162,1166,3781,11371
20101,0,146,3,149,..,119,20,145,4,144,..,18,3,26,0,26,..,162,19,181,0,181,..,1137,130,1266,40,1309,..,7174,744,7915,116,8034,..,314,36,353,5243,5597,102572,7494,779,8268,5359,116201
20102,0,7,0,7,..,25,0,25,0,25,..,14,0,14,0,14,..,24,4,26,4,34,..,285,35,318,10,322,..,1204,112,1313,18,1328,..,73,0,74,2148,2220,27421,1276,111,1390,2163,30975
20103,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,11,3,12,3,14,..,178,18,198,0,199,..,641,56,701,15,709,..,68,0,72,2290,2361,23686,709,59,771,2300,26759
20201,3,83,0,81,..,74,15,83,0,83,..,22,3,25,0,25,..,124,41,159,5,167,..,1705,889,2594,48,2643,..,5939,1367,7307,107,7411,..,281,58,342,5110,5456,90175,6221,1425,7648,5219,103034
20202,0,9,0,9,..,32,9,36,0,36,..,10,3,12,0,12,..,20,9,32,0,32,..,393,65,457,3,465,..,1659,236,1897,28,1918,..,101,5,109,3890,4003,46577,1765,243,2004,3921,52500
20203,0,3,0,3,..,11,0,13,0,13,..,0,0,0,0,0,..,0,0,4,0,4,..,68,6,77,3,78,..,300,35,335,4,338,..,21,4,23,1236,1256,10633,319,34,357,1238,12224
20301,0,0,0,0,..,15,4,18,0,24,..,4,0,4,0,4,..,14,7,22,0,22,..,162,23,180,7,182,..,601,60,664,11,674,..,35,6,42,1124,1165,20638,633,67,705,1137,22483
20302,40,452,4,451,..,299,75,371,3,378,..,258,52,313,0,313,..,590,235,823,7,831,..,4449,1250,5701,116,5810,..,24446,3974,28420,331,28750,..,635,102,733,10471,11212,172021,25076,4078,29156,10803,211986
20303,0,9,0,9,..,70,11,80,0,80,..,23,3,28,0,28,..,72,11,82,7,84,..,916,73,984,31,1012,..,4121,365,4491,89,4574,..,187,8,200,4249,4448,84387,4310,378,4688,4342,93417
20401,3,22,0,22,..,86,10,100,0,100,..,36,3,37,0,37,..,41,20,65,0,65,..,435,59,499,13,510,..,2512,300,2814,29,2842,..,135,11,147,4485,4629,52531,2640,314,2957,4512,60002
20402,6,41,0,41,..,59,22,80,5,79,..,3,0,6,0,4,..,25,7,33,0,35,..,270,24,298,13,317,..,1878,239,2117,39,2162,..,113,11,128,2990,3120,43174,1999,251,2249,3031,48454
20403,4,18,0,18,..,55,10,66,0,66,..,6,0,6,0,6,..,125,88,220,0,219,..,811,218,1027,21,1047,..,3735,658,4398,69,4463,..,216,41,257,4276,4537,67479,3951,697,4652,4348,76475
20501,5,38,0,38,..,65,18,78,0,82,..,20,0,20,0,20,..,63,34,99,0,97,..,554,51,608,12,622,..,2491,317,2806,28,2838,..,128,6,135,3090,3223,51718,2618,324,2946,3117,57775
20502,3,40,0,41,..,32,33,66,0,72,..,6,0,6,0,6,..,74,39,114,0,114,..,290,39,329,10,336,..,1688,252,1939,28,1974,..,131,18,150,3538,3688,43173,1819,272,2091,3565,48830
20503,0,32,0,32,..,67,10,74,0,77,..,18,0,18,0,18,..,65,27,87,4,96,..,527,74,597,8,605,..,2870,343,3215,45,3266,..,174,17,188,4579,4767,63517,3042,361,3407,4622,71548
20504,0,44,0,44,..,75,19,98,3,100,..,18,4,16,0,16,..,87,32,122,3,127,..,1006,201,1208,36,1248,..,4351,703,5050,76,5121,..,225,38,268,5415,5680,66362,4575,740,5315,5493,77168
20505,5,44,0,49,..,40,13,57,0,57,..,7,0,7,0,7,..,58,32,88,3,90,..,261,31,289,8,303,..,1566,210,1772,21,1796,..,106,0,110,3908,4013,39712,1672,213,1882,3929,45525
20601,7,139,0,138,..,144,30,175,0,175,..,717,209,930,8,940,..,625,139,763,6,765,..,1442,184,1629,43,1676,..,20403,3786,24183,213,24398,..,302,35,335,2607,2940,62533,20704,3820,24522,2823,89874
20602,3,46,0,50,..,73,7,81,0,81,..,79,6,88,0,91,..,379,146,526,4,530,..,735,79,819,31,849,..,9233,2092,11323,107,11433,..,186,16,201,1510,1710,40129,9418,2110,11526,1616,53270
20603,7,141,4,144,..,135,20,152,0,158,..,380,63,447,0,446,..,1043,330,1369,17,1381,..,2186,391,2579,52,2633,..,15041,2415,17457,193,17649,..,249,38,286,2718,2995,48068,15288,2451,17740,2910,68712
