SED_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SED30028,8,105,0,105,..,78,11,92,0,92,..,9,0,11,0,11,..,37,18,53,0,53,..,439,53,487,11,505,..,2950,252,3203,39,3240,..,130,18,146,3065,3209,43870,3082,265,3349,3100,50317
SED30029,0,0,0,0,..,56,3,63,0,63,..,4,0,4,0,4,..,50,20,65,0,66,..,441,31,480,6,490,..,1738,154,1889,30,1917,..,116,7,123,4115,4236,43709,1854,155,2009,4144,49865
SED30030,9,135,0,135,..,108,16,126,0,126,..,33,10,47,0,47,..,239,44,286,9,288,..,1064,169,1234,41,1273,..,8117,868,8983,135,9115,..,170,32,202,1836,2033,42495,8286,897,9188,1967,53645
SED30031,0,19,0,19,..,46,8,58,0,58,..,12,0,9,0,9,..,23,8,32,0,32,..,457,59,513,15,529,..,1694,212,1906,29,1932,..,122,11,127,4344,4479,33085,1817,218,2036,4372,39495
SED30032,0,8,0,15,..,41,5,55,0,55,..,0,0,0,0,0,..,34,11,48,0,53,..,280,35,320,6,320,..,1334,139,1474,29,1496,..,123,5,131,3569,3702,49061,1459,145,1604,3599,54257
SED30033,0,21,0,24,..,88,20,108,0,108,..,21,0,17,0,17,..,28,8,39,0,39,..,536,65,598,15,614,..,2388,224,2610,32,2652,..,138,11,145,3095,3237,48762,2525,229,2757,3125,54649
SED30034,3,15,0,15,..,68,14,83,0,83,..,0,0,0,0,0,..,30,14,39,0,39,..,1160,219,1382,49,1433,..,3777,571,4348,87,4439,..,223,14,236,6529,6770,45904,4004,584,4592,6616,57110
SED30035,0,9,0,9,..,37,4,44,0,44,..,3,0,3,0,3,..,37,10,49,0,49,..,533,55,583,14,600,..,1951,184,2133,34,2170,..,130,4,134,3202,3332,45740,2081,188,2269,3235,51236
SED30036,34,350,0,354,..,83,21,108,0,110,..,30,11,35,0,35,..,6370,3788,10163,73,10235,..,3856,1064,4927,92,5013,..,20389,6256,26647,276,26923,..,492,153,648,6464,7114,31560,20885,6411,27295,6737,65593
SED30037,5,40,0,42,..,52,9,61,0,61,..,11,0,11,0,11,..,68,21,88,0,92,..,596,87,684,25,704,..,2961,356,3316,52,3364,..,134,21,153,2686,2837,44317,3090,372,3466,2733,50518
SED30038,0,23,0,23,..,46,11,57,0,59,..,9,0,8,0,8,..,32,6,39,0,39,..,551,99,655,14,668,..,1967,243,2207,36,2241,..,139,3,144,3640,3785,47818,2099,245,2351,3675,53840
SED30039,19,355,0,360,..,79,13,93,6,96,..,33,3,38,0,38,..,681,252,932,14,947,..,2256,336,2591,59,2652,..,12037,1389,13428,175,13603,..,256,40,290,2436,2726,52790,12292,1428,13721,2609,69120
SED30040,0,20,0,20,..,56,10,70,0,70,..,10,0,11,0,10,..,56,8,62,0,62,..,489,55,540,10,546,..,2642,243,2884,37,2915,..,126,9,137,2387,2521,47018,2767,250,3018,2420,52460
SED30041,13,78,0,83,..,53,12,58,0,58,..,5,0,0,0,0,..,163,106,269,4,271,..,462,68,534,16,546,..,2662,399,3065,42,3101,..,168,31,193,3676,3874,46520,2827,427,3252,3718,53492
SED30042,0,27,0,27,..,68,12,83,0,81,..,8,4,13,0,13,..,48,6,64,0,62,..,694,82,782,17,795,..,3371,363,3733,40,3775,..,154,15,168,2138,2301,51333,3520,374,3898,2183,57409
SED30043,0,23,0,23,..,50,5,56,0,56,..,14,6,26,0,26,..,68,50,120,11,132,..,645,162,810,25,835,..,2509,694,3198,48,3251,..,128,18,148,3267,3413,46170,2636,715,3345,3315,52833
SED30044,3,38,0,34,..,59,8,71,4,73,..,24,5,30,0,30,..,221,113,336,0,336,..,1880,376,2252,43,2296,..,7290,1225,8511,120,8630,..,229,32,260,3767,4030,53062,7512,1257,8768,3890,65725
SED30045,0,33,0,33,..,95,18,112,3,117,..,5,0,10,0,10,..,164,50,209,0,215,..,778,73,851,20,869,..,4444,486,4931,61,4991,..,229,16,244,1897,2141,47202,4669,501,5173,1960,54339
SED30046,7,37,0,32,..,73,21,99,0,99,..,177,42,211,0,218,..,123,55,182,0,182,..,1680,358,2033,33,2061,..,6042,965,7006,93,7095,..,203,33,239,3837,4074,49399,6244,994,7239,3936,60573
SED30047,0,45,0,45,..,116,26,142,0,142,..,3,0,3,0,3,..,71,23,92,0,87,..,768,81,851,13,862,..,4096,399,4495,63,4554,..,251,27,281,4571,4847,46411,4347,427,4770,4633,55815
SED30048,15,325,5,328,..,135,23,158,3,159,..,61,4,70,0,66,..,396,52,445,0,449,..,1275,104,1375,29,1410,..,14148,1342,15493,119,15611,..,208,17,226,1995,2223,44607,14361,1360,15717,2115,62446
SED30049,9,356,0,363,..,121,20,136,0,138,..,60,19,75,0,75,..,444,115,554,4,554,..,1434,172,1613,35,1648,..,17453,2838,20286,181,20467,..,230,54,287,1819,2103,35042,17682,2893,20576,1996,57617
SED30050,0,5,0,5,..,70,18,93,0,93,..,6,5,16,0,16,..,75,19,95,0,99,..,465,68,532,8,545,..,3587,341,3921,55,3974,..,145,15,164,3322,3487,43238,3734,355,4085,3374,50701
SED30051,0,24,0,24,..,70,9,82,0,82,..,0,0,0,0,0,..,19,7,25,0,25,..,348,59,405,7,411,..,1390,137,1529,17,1549,..,106,7,114,3634,3747,47633,1499,144,1645,3654,52928
SED30052,8,188,3,197,..,430,135,567,0,566,..,89,11,96,0,96,..,482,56,541,0,537,..,1556,158,1715,30,1749,..,16410,1824,18230,144,18376,..,226,50,275,4736,5013,44854,16639,1870,18507,4878,68240
SED30053,0,39,0,39,..,146,28,175,0,175,..,54,0,57,0,57,..,108,25,137,0,137,..,775,74,850,13,863,..,7118,967,8085,79,8170,..,193,22,217,2346,2562,43005,7312,989,8302,2428,53734
SED30054,9,123,0,123,..,69,13,83,0,80,..,33,0,35,0,35,..,498,128,629,7,638,..,1055,127,1186,27,1213,..,6918,717,7635,103,7738,..,134,19,150,1428,1585,40977,7051,735,7784,1533,50292
SED30055,0,3,0,3,..,46,7,53,0,53,..,0,0,0,0,0,..,8,4,12,0,9,..,313,32,347,6,359,..,1270,103,1371,19,1388,..,88,8,99,5792,5884,42913,1360,107,1468,5808,50190
SED30056,0,187,3,191,..,60,9,66,0,66,..,30,0,34,0,34,..,170,22,189,0,189,..,848,62,907,22,936,..,7301,592,7903,71,7975,..,146,14,157,999,1155,41508,7450,609,8058,1068,50642
SED30057,0,10,0,10,..,99,88,195,0,195,..,8,0,5,0,5,..,101,38,135,5,140,..,693,110,805,20,826,..,3496,895,4391,41,4434,..,204,27,231,3725,3950,50694,3697,927,4622,3768,59080
SED30058,28,382,0,381,..,117,24,136,0,137,..,16,4,23,0,23,..,1656,621,2272,16,2285,..,928,148,1074,33,1102,..,10291,1671,11967,110,12080,..,175,31,204,1216,1423,38316,10467,1704,12171,1333,51820
SED30059,0,28,0,29,..,124,14,136,0,140,..,23,0,22,0,22,..,73,19,93,0,97,..,805,79,890,16,901,..,5716,649,6366,69,6437,..,180,19,197,2657,2856,49418,5901,670,6568,2723,58707
SED30060,0,12,0,12,..,124,24,149,0,151,..,18,0,15,0,20,..,88,32,119,5,124,..,4117,402,4522,125,4650,..,7346,838,8188,175,8359,..,432,60,492,4350,4842,42726,7777,895,8676,4522,55923
SED30061,5,157,0,157,..,91,17,109,0,106,..,7,0,7,0,7,..,112,48,163,0,162,..,1298,300,1596,20,1612,..,5281,711,5991,52,6046,..,246,44,285,5142,5431,39729,5523,755,6282,5198,51205
SED30062,3,90,3,96,..,119,12,134,0,131,..,16,0,20,0,20,..,99,22,122,0,123,..,1512,217,1733,34,1762,..,9050,927,9974,142,10112,..,300,27,325,2624,2955,55679,9351,952,10304,2764,68747
SED30063,0,7,0,7,..,37,5,44,0,44,..,0,0,0,0,0,..,45,45,86,0,93,..,354,53,412,15,429,..,1768,261,2028,42,2068,..,129,14,146,4331,4472,45951,1899,272,2168,4371,52491
SED30064,0,22,0,22,..,77,13,87,0,87,..,4,0,4,0,4,..,27,5,31,3,37,..,458,65,525,15,539,..,1981,165,2145,46,2196,..,131,10,141,2486,2622,44930,2111,179,2290,2530,49746
SED30065,0,13,0,13,..,94,17,110,0,110,..,3,0,3,0,3,..,23,3,28,0,28,..,558,51,603,17,624,..,2821,199,3022,37,3056,..,185,31,213,2141,2352,51032,3004,234,3237,2170,56441
SED30066,0,4,0,4,..,64,6,71,0,73,..,6,0,6,0,6,..,31,11,41,0,40,..,466,37,502,11,516,..,2818,167,2990,36,3025,..,121,12,122,2610,2735,43302,2937,174,3115,2648,49064
SED30067,13,176,0,173,..,162,25,188,0,188,..,23,3,27,0,27,..,159,51,211,6,214,..,1285,226,1513,25,1538,..,8539,958,9493,107,9605,..,218,39,255,2180,2429,44136,8757,997,9747,2282,56175
SED30068,0,20,0,20,..,67,13,79,4,77,..,14,0,16,0,16,..,74,13,91,0,91,..,547,63,608,12,618,..,3210,331,3542,33,3584,..,130,14,143,1350,1492,39775,3344,340,3680,1387,44847
SED30069,0,52,0,51,..,88,6,97,0,97,..,7,0,7,0,7,..,49,5,56,0,56,..,912,175,1083,13,1099,..,4548,560,5107,37,5150,..,160,13,172,1873,2042,48405,4710,576,5284,1910,55600
SED30070,0,8,0,8,..,51,39,92,0,94,..,16,4,18,0,18,..,28,16,40,0,40,..,520,81,600,7,610,..,2062,340,2405,37,2439,..,140,16,157,2376,2529,47271,2199,362,2557,2409,52240
SED30071,0,9,0,9,..,80,6,91,0,93,..,20,3,27,0,27,..,63,16,79,0,79,..,579,69,646,18,664,..,3084,323,3404,35,3437,..,187,8,195,2707,2899,46753,3264,329,3596,2744,53092
SED30072,4,25,0,25,..,72,11,89,0,86,..,22,0,23,0,23,..,34,9,47,0,47,..,599,124,724,10,732,..,2950,309,3255,30,3287,..,148,10,164,1971,2133,48598,3099,318,3419,2007,54021
SED30073,31,109,0,111,..,56,14,74,0,74,..,0,0,0,0,0,..,104,65,168,0,168,..,530,113,645,21,666,..,2611,462,3072,51,3118,..,187,36,220,3618,3838,46963,2795,498,3295,3662,53919
SED30074,0,103,7,109,..,93,19,108,0,108,..,23,0,23,0,23,..,68,20,83,0,83,..,1184,170,1356,28,1382,..,8218,897,9118,116,9233,..,241,24,264,1542,1805,43463,8464,919,9381,1657,54499
SED30075,0,0,0,0,..,34,9,39,0,39,..,0,0,0,0,0,..,19,3,21,0,27,..,402,45,441,14,459,..,1625,197,1818,30,1847,..,135,11,143,3593,3732,49041,1764,205,1962,3620,54621
SED30076,5,175,0,173,..,224,46,262,0,270,..,89,3,94,0,94,..,870,210,1078,5,1082,..,1442,147,1588,43,1634,..,16766,1992,18760,151,18915,..,253,33,284,4273,4553,41761,17019,2023,19040,4427,65224
SED30077,0,11,0,11,..,28,3,32,0,32,..,3,0,3,0,3,..,27,12,31,0,35,..,285,52,337,9,346,..,1818,306,2122,23,2143,..,107,16,123,3844,3972,43708,1923,322,2248,3869,49822
SED30078,0,89,0,89,..,244,45,285,0,285,..,51,10,61,0,61,..,260,52,315,0,319,..,1073,168,1238,20,1257,..,10861,1856,12720,91,12799,..,234,42,273,3791,4062,40147,11096,1892,12989,3876,57014
SED30079,0,81,0,82,..,93,21,114,0,111,..,46,12,54,3,55,..,162,34,191,4,198,..,1236,171,1405,32,1437,..,6968,1013,7978,100,8073,..,173,16,193,1446,1641,43350,7144,1028,8173,1541,53064
SED30080,13,106,0,106,..,136,34,167,0,167,..,19,0,22,0,22,..,155,17,173,0,174,..,942,218,1163,23,1182,..,7391,888,8280,98,8382,..,189,34,221,2350,2575,45859,7580,923,8504,2448,56814
SED30081,9,220,4,227,..,112,33,140,0,140,..,51,7,57,0,57,..,886,332,1214,8,1228,..,2242,423,2665,59,2724,..,26378,6483,32864,319,33182,..,358,98,452,2116,2572,24065,26739,6580,33313,2443,59815
SED30082,0,33,0,33,..,160,27,182,0,184,..,66,15,79,0,79,..,166,37,204,0,204,..,909,88,995,11,1010,..,10017,1273,11284,64,11347,..,227,30,255,5414,5671,38892,10241,1299,11538,5475,55909
SED30083,0,52,0,52,..,110,15,129,0,129,..,33,16,45,0,45,..,94,27,117,7,125,..,998,113,1118,27,1144,..,6111,712,6822,108,6924,..,181,20,207,2327,2528,49960,6287,737,7023,2429,59411
SED30084,3,28,0,28,..,58,14,73,0,73,..,0,0,5,0,5,..,82,39,120,5,118,..,1206,201,1407,24,1433,..,3047,410,3454,39,3497,..,307,34,344,3437,3780,44732,3354,440,3794,3477,52007
SED30085,16,293,0,295,..,142,23,157,0,157,..,48,7,54,0,54,..,804,260,1057,8,1066,..,1851,339,2188,53,2245,..,20580,5289,25870,241,26112,..,324,92,414,2158,2576,28792,20905,5382,26283,2400,57483
SED30086,3,34,0,34,..,54,13,60,0,60,..,3,0,6,0,6,..,64,11,79,0,75,..,1174,746,1921,32,1953,..,3339,1051,4390,70,4456,..,150,57,206,2620,2827,47447,3489,1103,4593,2688,54728
SED30087,10,130,3,136,..,63,10,75,0,73,..,13,5,15,0,15,..,81,15,90,0,90,..,1815,664,2479,41,2523,..,7191,1276,8468,95,8561,..,250,51,304,2420,2729,46122,7446,1330,8777,2520,57416
SED30088,0,40,0,40,..,65,24,89,0,89,..,3,0,3,0,3,..,65,19,77,0,81,..,1782,181,1963,19,1986,..,4534,439,4979,55,5030,..,225,15,239,3729,3967,41377,4757,456,5217,3783,50376
SED30089,0,36,0,36,..,32,6,37,0,39,..,0,3,7,0,7,..,34,9,39,0,39,..,1056,30,1084,19,1113,..,2648,149,2798,42,2840,..,191,18,212,4838,5048,35238,2842,170,3004,4877,43119
SED30090,0,5,0,6,..,12,0,11,0,11,..,0,0,0,0,0,..,64,82,142,0,148,..,341,31,374,9,380,..,1524,200,1728,24,1754,..,140,13,145,3828,3975,37231,1659,213,1872,3854,42956
SED30091,11,120,0,124,..,76,32,104,0,109,..,71,14,83,3,87,..,227,79,309,0,313,..,3280,816,4102,69,4162,..,11333,2253,13583,173,13755,..,389,81,466,4533,4999,42278,11720,2335,14052,4704,61026
SED30092,0,30,0,30,..,88,13,99,0,99,..,14,0,17,0,17,..,34,10,45,0,41,..,582,41,622,16,637,..,2793,175,2964,38,2996,..,155,15,173,5086,5256,46050,2948,192,3142,5114,54307
SED30093,21,162,0,162,..,94,36,125,0,125,..,64,11,77,0,77,..,258,144,397,0,402,..,6499,2654,9155,97,9248,..,15933,4418,20349,217,20573,..,582,190,773,5941,6713,43889,16514,4609,21122,6162,71179
SED39494,0,0,0,0,..,13,3,18,0,18,..,5,0,5,0,5,..,21,5,23,0,23,..,272,31,300,7,316,..,1031,135,1163,19,1184,..,56,4,62,3455,3517,9972,1085,140,1226,3475,14670
SED39797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,22,..,0,0,0,128,128,32,19,0,21,130,183
SED40001,7,176,0,176,..,99,24,117,0,121,..,43,3,52,0,52,..,918,99,1014,4,1014,..,740,85,827,14,844,..,12392,1479,13877,73,13949,..,151,18,168,2561,2729,27944,12547,1498,14043,2638,44627
SED40002,9,139,0,145,..,82,18,102,0,102,..,14,0,12,0,12,..,250,32,284,0,283,..,863,150,1014,46,1057,..,10866,1458,12321,141,12460,..,185,33,209,1066,1274,26801,11048,1489,12533,1202,40543
SED40003,0,61,0,61,..,21,5,28,0,28,..,27,0,32,0,32,..,54,8,61,0,61,..,439,50,491,10,497,..,3752,395,4142,27,4173,..,106,16,120,725,848,30490,3859,411,4264,750,35511
SED40004,3,167,4,168,..,68,5,68,0,71,..,21,0,22,0,22,..,235,22,257,0,257,..,597,43,638,18,660,..,9076,1062,10135,92,10227,..,112,7,112,671,788,26863,9183,1066,10247,765,37877
SED40005,0,13,0,13,..,19,4,21,0,21,..,58,15,77,0,77,..,60,33,91,0,91,..,311,131,436,8,449,..,2437,593,3029,40,3065,..,80,15,91,2501,2600,31065,2517,607,3123,2540,36729
SED40006,7,155,6,162,..,60,16,78,0,78,..,24,5,29,0,30,..,1616,766,2382,18,2393,..,1257,239,1496,31,1527,..,10739,2191,12935,138,13068,..,175,55,232,1263,1496,24511,10919,2242,13162,1403,39078
SED40007,0,40,0,42,..,27,3,35,0,35,..,3,4,5,0,5,..,113,27,134,0,134,..,601,83,684,12,703,..,6170,749,6921,52,6970,..,114,9,127,966,1087,29078,6285,760,7043,1014,37135
SED40008,25,259,5,261,..,67,21,85,0,85,..,21,0,21,0,21,..,3383,1758,5137,32,5170,..,2196,720,2917,50,2966,..,15223,4404,19627,178,19801,..,248,63,317,1812,2129,20945,15472,4463,19944,1990,42872
SED40009,0,47,0,47,..,33,3,40,0,40,..,7,0,12,0,12,..,81,20,97,0,97,..,586,71,654,13,662,..,3998,427,4428,45,4469,..,91,5,98,833,933,31060,4094,437,4527,878,36457
SED40010,0,127,0,127,..,57,5,71,0,75,..,12,0,12,0,12,..,266,24,288,3,290,..,608,76,680,23,699,..,8498,1172,9666,84,9751,..,78,8,86,1121,1203,27439,8573,1183,9752,1202,38393
SED40011,3,150,0,150,..,50,4,57,0,57,..,6,3,12,0,12,..,141,34,178,4,174,..,772,112,890,26,918,..,8113,1111,9220,97,9315,..,144,19,169,1106,1277,28618,8255,1127,9388,1205,39212
SED40012,0,30,0,30,..,49,8,58,0,60,..,25,8,33,0,33,..,102,46,147,0,147,..,2165,750,2911,47,2963,..,4489,1370,5866,78,5944,..,228,59,287,2223,2514,31885,4722,1433,6152,2300,40343
SED40013,13,181,4,185,..,100,19,122,0,124,..,36,4,46,0,46,..,1052,302,1352,7,1361,..,2474,854,3326,57,3389,..,14898,2575,17475,173,17645,..,209,69,277,2045,2320,24000,15107,2642,17753,2214,43961
SED40014,0,0,0,0,..,26,3,27,0,27,..,0,0,0,0,0,..,17,3,19,0,19,..,255,24,279,5,283,..,976,79,1053,15,1067,..,82,0,82,1370,1454,31487,1059,79,1137,1385,34008
SED40015,0,3,0,3,..,27,8,36,0,34,..,0,0,0,0,0,..,18,4,19,0,19,..,611,35,645,43,691,..,1421,98,1517,64,1583,..,152,4,158,2561,2721,31543,1574,106,1679,2627,35849
SED40016,4,139,0,139,..,49,20,70,0,70,..,30,4,32,0,32,..,917,377,1300,7,1306,..,2196,667,2865,48,2915,..,10673,2030,12710,137,12840,..,262,79,347,1339,1681,24125,10944,2109,13048,1476,38652
SED40017,4,7,0,7,..,44,3,46,0,46,..,0,0,0,0,0,..,41,23,68,0,68,..,239,41,280,14,293,..,1071,147,1218,26,1247,..,85,11,92,2007,2104,34685,1154,154,1312,2031,38021
SED40018,0,110,0,110,..,38,6,47,0,46,..,19,3,21,0,21,..,108,20,130,0,131,..,760,134,893,21,912,..,5651,790,6434,80,6520,..,143,14,158,1162,1321,30424,5791,807,6594,1247,38269
SED40019,0,62,5,68,..,29,0,31,0,31,..,9,0,9,0,9,..,31,0,30,0,30,..,2021,279,2304,139,2440,..,3901,422,4321,169,4485,..,179,16,197,2761,2956,28828,4075,440,4519,2926,36268
SED40020,0,9,0,9,..,33,4,35,4,40,..,31,14,50,0,50,..,67,42,111,0,114,..,364,67,427,4,430,..,1729,339,2069,24,2088,..,113,4,113,2425,2537,32359,1839,343,2185,2445,36988
SED40021,6,184,0,184,..,51,11,62,0,62,..,11,5,11,0,11,..,221,42,258,5,263,..,839,104,947,23,965,..,12456,1871,14323,131,14451,..,160,18,184,1242,1427,23872,12618,1890,14507,1377,39757
SED40022,0,5,0,5,..,17,4,22,0,22,..,5,0,5,0,5,..,15,0,13,0,13,..,305,27,335,6,342,..,1452,117,1567,17,1578,..,54,6,56,1377,1434,32249,1505,118,1622,1394,35264
SED40023,0,16,0,16,..,16,4,18,0,17,..,0,0,0,0,0,..,27,5,29,0,29,..,302,56,356,5,364,..,2117,243,2362,30,2395,..,80,5,88,1282,1366,31177,2201,251,2451,1314,34938
SED40024,0,23,0,23,..,49,0,50,0,50,..,3,0,3,0,3,..,50,5,57,0,57,..,448,60,505,20,527,..,2260,227,2485,47,2538,..,105,5,113,1573,1692,35694,2369,230,2603,1629,39916
SED40025,0,17,0,17,..,26,6,29,0,35,..,11,0,5,0,5,..,39,19,60,0,60,..,296,44,340,11,349,..,1804,166,1969,30,1996,..,70,6,78,1484,1558,34697,1871,177,2042,1510,38250
SED40026,0,17,0,17,..,29,6,38,0,38,..,36,9,44,0,44,..,96,34,124,0,124,..,730,141,877,13,887,..,3183,501,3687,39,3727,..,133,31,165,876,1040,31752,3319,533,3850,915,36515
SED40027,0,17,0,17,..,33,3,37,0,37,..,19,0,19,0,19,..,186,59,241,7,244,..,686,108,796,16,809,..,6289,966,7260,56,7321,..,137,16,160,1119,1276,24880,6427,985,7417,1181,33477
SED40028,0,12,0,11,..,19,5,21,0,22,..,4,0,4,0,4,..,82,45,129,0,131,..,516,98,619,5,625,..,1950,298,2243,22,2268,..,126,14,133,1252,1385,32449,2073,304,2378,1268,36095
SED40029,3,31,0,31,..,43,22,67,0,67,..,7,0,8,0,8,..,49,12,61,0,61,..,496,210,703,15,722,..,1785,503,2294,32,2323,..,89,15,106,2712,2821,33638,1876,522,2397,2743,38777
SED40030,0,0,0,0,..,24,0,23,0,27,..,0,0,0,0,0,..,18,0,18,0,18,..,246,24,271,9,282,..,1219,106,1330,16,1345,..,45,4,52,1939,1992,33878,1268,116,1382,1955,37216
SED40031,8,154,0,154,..,24,9,34,0,34,..,14,0,14,0,19,..,129,17,142,0,142,..,673,69,742,19,757,..,9346,1173,10513,103,10617,..,114,19,131,763,893,25616,9457,1192,10648,866,37128
SED40032,6,23,0,23,..,61,10,69,0,69,..,18,8,21,0,26,..,59,10,69,4,73,..,519,105,626,19,642,..,5003,667,5670,58,5736,..,132,21,151,932,1078,28061,5135,684,5823,992,34870
SED40033,0,9,0,11,..,30,0,30,0,33,..,0,0,0,0,0,..,22,11,38,0,38,..,513,276,795,15,810,..,1564,373,1940,31,1971,..,92,21,107,2629,2743,30803,1664,391,2050,2659,35520
SED40034,0,0,0,0,..,19,5,22,0,22,..,0,0,0,0,0,..,14,0,20,0,20,..,124,18,137,11,144,..,649,65,708,19,735,..,81,4,84,2275,2355,29435,730,64,793,2294,32521
SED40035,3,72,3,74,..,31,8,40,0,40,..,13,0,17,0,17,..,69,17,90,0,87,..,692,135,826,21,845,..,5019,729,5753,73,5826,..,108,14,118,1031,1147,29396,5131,742,5873,1105,36373
SED40036,6,151,0,151,..,60,27,85,0,87,..,57,5,66,0,66,..,1747,967,2716,9,2725,..,3024,963,3988,51,4041,..,13120,3493,16607,149,16758,..,259,86,347,1351,1696,22675,13377,3581,16957,1500,41136
SED40037,3,18,0,18,..,28,6,35,0,35,..,3,0,3,0,3,..,554,357,912,3,915,..,570,96,661,14,670,..,3631,774,4402,40,4443,..,137,16,152,1307,1462,30247,3761,788,4556,1346,36150
SED40038,3,90,3,89,..,99,37,136,0,135,..,17,6,19,0,19,..,891,547,1436,14,1447,..,2899,1459,4352,40,4392,..,9457,4040,13503,144,13649,..,344,132,478,2134,2609,26791,9800,4176,13980,2277,43048
SED40039,5,34,0,34,..,47,7,56,0,56,..,0,0,0,0,0,..,40,6,47,0,47,..,438,81,516,10,529,..,2612,391,3004,41,3047,..,85,9,94,1510,1599,30861,2699,394,3093,1549,35506
SED40040,0,0,0,0,..,22,0,27,0,27,..,0,0,0,0,0,..,19,5,21,0,21,..,155,33,184,6,189,..,895,79,972,18,985,..,60,0,65,1548,1608,34847,954,79,1030,1568,37442
SED40041,0,20,0,17,..,16,5,16,0,16,..,0,0,0,0,0,..,43,7,47,0,47,..,516,69,582,10,593,..,1458,176,1631,26,1663,..,160,5,165,2995,3157,30135,1621,180,1798,3024,34955
SED40042,4,48,0,48,..,28,7,37,0,37,..,34,9,42,0,42,..,397,316,713,3,718,..,2151,547,2697,45,2740,..,4933,1395,6326,93,6421,..,187,32,218,2494,2707,32812,5118,1424,6542,2582,41939
SED40043,15,207,0,206,..,51,3,61,0,61,..,31,0,35,0,35,..,397,100,497,0,501,..,1415,328,1738,53,1800,..,13879,1953,15832,191,16024,..,184,42,229,1398,1623,25089,14064,1989,16053,1587,42735
SED40044,0,81,0,89,..,48,11,57,0,60,..,17,0,17,0,17,..,144,31,166,0,172,..,519,37,554,9,564,..,6337,803,7143,61,7201,..,106,16,120,788,905,29793,6441,816,7261,849,37901
SED40045,0,29,0,30,..,38,0,42,0,48,..,9,0,3,0,3,..,78,10,86,0,90,..,476,46,521,18,533,..,3214,295,3512,46,3557,..,83,0,88,666,754,32712,3297,298,3598,707,37018
SED40046,8,105,0,111,..,63,17,79,0,80,..,21,0,21,0,21,..,319,99,418,0,423,..,933,180,1115,40,1158,..,10437,1640,12079,117,12200,..,133,20,146,1037,1187,23488,10569,1658,12230,1157,36874
SED40047,4,60,0,60,..,33,3,37,0,40,..,13,0,13,0,13,..,141,45,185,0,185,..,914,236,1156,15,1171,..,4712,774,5482,58,5540,..,119,19,141,844,981,29500,4832,798,5624,893,36015
SED49494,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,85,10,92,11,105,..,270,33,302,11,314,..,32,6,32,770,806,2261,300,34,334,777,3377
SED49797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,5,5,0,8,0,8,5,12
