SED_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SED50106,0,19,0,19,..,56,4,61,0,61,..,8,0,6,0,6,..,34,0,39,0,39,..,465,136,594,0,597,..,2119,248,2373,14,2387,..,92,8,103,2235,2339,34040,2210,262,2468,2252,38763
SED50202,69,504,8,514,..,145,22,166,0,166,..,18,6,26,0,26,..,71,21,93,3,93,..,2407,467,2881,55,2934,..,7917,1042,8955,116,9078,..,288,59,344,3298,3640,38175,8202,1098,9305,3411,50888
SED50304,3,96,3,92,..,130,28,153,0,153,..,58,7,61,0,64,..,606,201,809,6,811,..,2265,278,2542,36,2576,..,14059,2030,16096,187,16284,..,285,35,323,2063,2387,26621,14347,2069,16414,2257,45295
SED50405,5,177,0,179,..,139,17,162,0,162,..,10,0,15,0,16,..,87,26,118,4,124,..,1756,159,1916,43,1950,..,8123,717,8833,115,8955,..,245,20,263,2743,3004,45389,8368,736,9100,2860,57344
SED50502,12,166,3,171,..,126,24,147,0,147,..,18,7,30,0,30,..,1102,557,1662,9,1673,..,1843,432,2275,37,2306,..,8911,1931,10845,110,10953,..,252,49,299,1954,2257,30017,9164,1974,11146,2058,43217
SED50605,6,246,0,247,..,117,24,142,0,146,..,29,3,32,0,32,..,162,25,193,0,191,..,615,46,667,9,673,..,10094,1143,11238,69,11311,..,201,16,214,1117,1332,31552,10294,1158,11454,1188,44195
SED50702,7,109,0,112,..,204,57,262,4,266,..,87,28,117,0,117,..,410,103,513,9,519,..,2026,312,2343,58,2400,..,12130,1800,13923,187,14118,..,266,42,310,3046,3354,30948,12396,1840,14236,3231,48411
SED50805,0,32,0,32,..,73,4,76,0,76,..,19,0,13,0,13,..,30,8,32,0,32,..,422,37,465,6,471,..,3440,291,3738,29,3769,..,104,14,119,1466,1585,33867,3548,303,3858,1498,39223
SED50906,0,29,0,29,..,57,11,65,0,65,..,6,0,6,0,6,..,61,32,90,0,93,..,572,61,635,13,643,..,3780,399,4177,47,4224,..,136,11,147,2821,2965,37050,3912,410,4329,2867,44242
SED51004,0,30,0,33,..,103,13,121,0,121,..,19,0,19,0,19,..,130,49,179,0,179,..,837,99,933,23,959,..,5531,550,6081,60,6142,..,177,27,206,1696,1902,37548,5712,574,6288,1763,45594
SED51104,3,59,0,59,..,139,19,153,0,154,..,15,0,15,0,15,..,67,32,102,0,109,..,1524,158,1688,40,1721,..,6301,586,6882,81,6969,..,293,30,327,2760,3088,46433,6597,617,7211,2843,56481
SED51205,52,469,10,479,..,197,39,234,0,236,..,386,106,497,0,494,..,332,103,438,5,448,..,2813,483,3296,71,3367,..,20065,3626,23689,296,23986,..,421,82,509,2613,3125,25810,20490,3708,24196,2907,52916
SED51304,3,30,4,33,..,47,3,51,0,51,..,10,0,10,0,10,..,86,12,97,0,97,..,473,40,508,11,523,..,3990,343,4329,45,4374,..,114,4,118,987,1103,37015,4099,346,4449,1029,42494
SED51401,0,13,0,13,..,22,4,28,4,31,..,0,0,0,0,0,..,19,9,32,0,32,..,322,32,355,13,364,..,1429,134,1567,41,1605,..,88,14,101,4285,4380,31461,1521,147,1669,4325,37453
SED51504,0,68,0,71,..,73,9,81,0,81,..,13,4,14,0,14,..,153,28,183,0,178,..,1873,97,1973,23,1994,..,8211,712,8922,81,9000,..,268,21,285,1104,1396,33961,8480,734,9214,1178,44359
SED51605,3,101,0,99,..,129,31,160,0,160,..,20,5,24,0,24,..,100,25,122,3,121,..,917,121,1035,26,1066,..,9053,1254,10304,108,10412,..,214,28,246,1742,1987,35768,9267,1282,10547,1852,48164
SED51706,0,18,0,18,..,53,7,60,0,60,..,7,0,7,0,7,..,34,28,62,0,62,..,440,54,493,19,518,..,2018,241,2262,38,2300,..,104,13,117,2550,2669,39489,2127,249,2375,2587,44451
SED51804,6,58,0,58,..,38,3,45,0,45,..,15,0,15,0,15,..,53,5,58,0,58,..,653,48,701,14,716,..,4433,372,4803,35,4839,..,124,7,135,1926,2060,37226,4556,382,4933,1965,44128
SED51902,8,94,0,95,..,70,9,78,0,78,..,14,0,14,0,14,..,33,18,51,0,51,..,1098,89,1187,23,1213,..,4064,337,4404,50,4451,..,164,13,179,2199,2376,40916,4227,353,4585,2246,47752
SED52006,0,11,0,11,..,110,17,126,0,133,..,3,0,3,0,3,..,54,11,66,0,66,..,409,45,448,8,458,..,2171,171,2343,23,2368,..,177,15,186,1934,2127,38269,2350,188,2535,1958,42755
SED52102,20,201,7,198,..,115,19,129,3,135,..,47,16,66,0,66,..,78,14,95,5,95,..,1704,432,2130,37,2165,..,6855,1036,7891,102,7987,..,203,30,238,1915,2156,32228,7064,1064,8130,2013,42371
SED52205,5,23,0,23,..,80,7,88,0,91,..,24,7,31,0,31,..,66,20,84,0,89,..,928,119,1052,25,1071,..,6265,1002,7267,89,7358,..,191,28,212,2596,2809,33705,6457,1025,7484,2689,43870
SED52301,0,22,0,22,..,96,21,115,0,115,..,0,0,0,0,0,..,105,50,156,0,154,..,481,47,523,18,538,..,2619,286,2908,40,2949,..,167,10,178,3627,3809,32184,2786,300,3084,3667,38940
SED52404,0,16,0,20,..,75,13,89,0,89,..,10,0,10,0,10,..,96,21,117,0,117,..,588,49,632,11,649,..,3736,335,4067,43,4106,..,125,7,133,1127,1258,36502,3863,340,4198,1169,41866
SED52505,55,1088,6,1096,..,130,17,145,0,145,..,36,0,41,0,41,..,140,38,182,0,182,..,1750,159,1909,48,1950,..,18333,2093,20427,272,20697,..,231,34,264,2460,2716,33790,18567,2123,20686,2725,57203
SED52604,0,55,4,58,..,98,13,113,0,113,..,9,0,16,0,16,..,90,34,116,3,126,..,618,70,690,10,697,..,4518,438,4962,36,4997,..,150,9,159,1451,1617,34520,4672,452,5122,1492,41137
SED52702,0,20,0,21,..,77,11,89,0,89,..,5,0,5,0,5,..,16,10,21,0,21,..,387,34,421,11,434,..,2076,156,2229,29,2257,..,93,4,96,1340,1440,35781,2167,156,2328,1368,39482
SED52803,0,48,4,49,..,150,27,180,0,179,..,10,0,10,0,10,..,46,14,59,0,61,..,1314,82,1399,28,1432,..,4121,295,4415,63,4477,..,230,31,263,5054,5316,27111,4352,327,4677,5111,36906
SED52903,0,16,0,16,..,81,16,97,0,95,..,10,0,9,0,10,..,42,7,51,0,51,..,4918,415,5333,165,5501,..,6606,536,7138,206,7341,..,374,187,563,5178,5742,22268,6976,727,7700,5384,35352
SED53004,0,20,0,20,..,89,17,105,0,105,..,9,0,8,0,8,..,138,46,182,0,190,..,536,55,595,15,611,..,4081,458,4541,43,4585,..,154,3,154,1003,1161,35964,4235,464,4696,1051,41711
SED53105,7,179,0,182,..,121,18,139,0,136,..,5,0,5,0,5,..,109,30,140,4,144,..,1224,119,1343,34,1375,..,8651,902,9552,117,9672,..,199,23,223,3339,3564,36473,8850,931,9776,3457,49705
SED53204,4,124,5,123,..,125,19,141,0,137,..,27,3,40,0,40,..,1608,716,2322,16,2346,..,2384,410,2792,43,2831,..,13311,2079,15392,126,15515,..,286,50,334,1246,1582,31506,13593,2127,15730,1367,48598
SED53306,0,29,0,29,..,131,25,158,5,162,..,3,0,3,0,3,..,53,26,80,0,80,..,707,64,767,20,786,..,3413,320,3732,44,3774,..,169,12,183,2973,3156,39260,3581,333,3914,3014,46195
SED53402,7,117,0,116,..,128,19,146,0,145,..,26,4,37,0,37,..,614,251,864,4,873,..,1193,166,1357,37,1393,..,7963,1320,9284,115,9398,..,163,24,192,1813,2010,32040,8130,1343,9472,1930,43449
SED53502,13,159,4,162,..,122,27,147,0,147,..,14,0,17,0,17,..,134,52,184,0,184,..,1265,133,1394,40,1435,..,6445,772,7222,82,7302,..,201,23,223,2564,2787,36815,6648,801,7446,2645,46900
SED53602,9,84,0,87,..,162,31,192,0,192,..,54,27,83,0,79,..,2577,1635,4216,30,4243,..,4932,1679,6613,88,6703,..,16157,5008,21160,210,21368,..,427,164,591,2827,3413,23335,16581,5166,21749,3038,48121
SED53701,0,11,0,11,..,46,15,59,0,59,..,0,0,0,0,0,..,31,22,56,4,61,..,375,42,415,25,444,..,1446,180,1625,45,1671,..,105,8,111,4161,4268,32377,1548,187,1732,4205,38315
SED53802,6,119,0,125,..,178,31,206,0,212,..,62,29,93,0,93,..,1469,637,2104,8,2116,..,2033,302,2337,30,2369,..,13515,2599,16108,157,16262,..,297,43,337,1830,2168,26996,13807,2639,16449,1981,45426
SED53902,5,94,0,94,..,100,12,119,3,122,..,49,17,66,0,66,..,705,210,921,0,917,..,1237,121,1355,28,1384,..,8910,1266,10175,95,10269,..,175,27,207,1693,1897,30212,9088,1299,10385,1786,42377
SED54006,0,9,0,9,..,62,12,74,0,74,..,9,0,9,0,9,..,25,12,32,3,33,..,349,47,394,9,404,..,2156,243,2408,25,2429,..,203,8,206,2562,2776,38184,2361,249,2614,2590,43391
SED54104,5,191,3,193,..,96,18,121,0,123,..,26,0,26,0,26,..,233,34,265,0,275,..,897,55,955,18,980,..,8731,763,9495,97,9592,..,146,12,158,1808,1964,35125,8874,776,9651,1905,46676
SED54203,0,13,0,13,..,55,15,73,0,72,..,3,0,3,0,3,..,112,72,188,3,190,..,1692,129,1823,35,1861,..,2947,327,3272,53,3330,..,124,10,133,3965,4097,15446,3071,339,3409,4024,22875
SED54304,10,181,4,185,..,262,42,304,0,307,..,26,0,30,0,30,..,644,176,818,0,821,..,1211,113,1330,41,1369,..,12685,1734,14414,149,14561,..,229,24,252,3818,4067,35017,12914,1755,14674,3962,53651
SED54403,7,51,0,53,..,258,33,293,3,299,..,13,4,18,0,22,..,90,16,104,0,104,..,2405,147,2549,49,2602,..,6324,439,6766,101,6862,..,380,27,406,8291,8690,31871,6708,460,7168,8385,47427
SED54505,37,922,6,927,..,110,10,118,0,119,..,53,0,56,0,56,..,182,41,227,0,229,..,1062,88,1154,25,1178,..,15695,1973,17666,119,17788,..,198,31,220,1002,1223,26897,15888,2005,17892,1121,45908
SED54605,0,10,0,10,..,124,20,144,4,151,..,3,0,3,0,3,..,81,31,110,0,110,..,562,84,648,25,671,..,2682,365,3040,45,3087,..,151,18,171,2878,3049,34724,2831,384,3213,2921,40861
SED54701,0,12,0,12,..,48,7,59,0,59,..,0,0,0,0,0,..,36,20,57,0,57,..,545,191,736,21,753,..,2070,370,2440,42,2482,..,126,23,150,3768,3918,31262,2193,394,2590,3811,37662
SED54804,0,45,0,45,..,71,6,82,0,82,..,12,6,19,0,19,..,80,32,113,0,113,..,658,85,741,18,760,..,5856,606,6464,63,6523,..,150,14,163,2314,2477,36750,6006,617,6628,2374,45753
SED54905,3,131,0,127,..,134,25,162,0,160,..,45,7,60,0,60,..,216,53,267,0,270,..,940,117,1059,33,1093,..,7946,884,8825,107,8936,..,202,22,223,1973,2197,32114,8149,904,9053,2078,43240
SED55005,66,988,6,993,..,125,21,146,0,147,..,55,11,67,0,67,..,136,44,181,0,185,..,2421,493,2912,42,2958,..,15885,2556,18442,186,18626,..,285,64,351,1744,2095,30470,16173,2613,18790,1931,51193
SED55102,5,100,0,100,..,101,18,116,0,116,..,9,0,11,0,11,..,110,36,146,0,148,..,1521,207,1735,28,1762,..,5657,589,6247,63,6310,..,186,13,197,4110,4305,39078,5843,600,6445,4168,49692
SED55202,103,668,3,675,..,172,36,209,0,213,..,86,15,105,4,103,..,194,82,277,6,277,..,2984,859,3837,68,3902,..,13081,2551,15632,175,15809,..,316,84,400,2597,3002,29688,13402,2634,16036,2780,48500
SED55306,0,20,0,17,..,74,17,86,0,90,..,0,0,0,0,0,..,51,25,77,0,77,..,389,78,470,11,481,..,2016,212,2232,35,2266,..,146,10,156,2582,2736,39323,2162,220,2385,2617,44333
SED55405,14,165,0,165,..,202,42,240,4,240,..,58,30,89,4,94,..,378,95,476,0,479,..,2052,235,2284,37,2322,..,12703,1551,14250,168,14418,..,345,33,373,3006,3382,30826,13040,1582,14619,3176,48622
SED55504,7,64,0,64,..,128,14,143,0,141,..,16,0,15,0,15,..,322,168,491,8,498,..,1159,147,1309,23,1333,..,6576,739,7313,60,7378,..,205,22,232,1709,1938,40155,6783,764,7549,1768,49470
SED55605,0,9,0,9,..,137,20,163,0,163,..,4,0,4,0,4,..,44,23,66,5,71,..,639,62,700,19,719,..,2685,238,2919,42,2966,..,175,13,187,2195,2386,43881,2861,247,3108,2242,49231
SED55706,0,7,0,7,..,59,14,69,0,72,..,0,0,0,0,0,..,40,16,57,0,57,..,466,142,607,8,618,..,2210,301,2519,35,2545,..,93,6,100,3596,3701,37198,2307,309,2616,3629,43443
SED55802,15,244,6,251,..,131,25,150,0,150,..,7,3,12,0,12,..,1067,505,1564,15,1576,..,2940,536,3481,50,3534,..,13399,2055,15458,168,15633,..,307,59,366,2111,2483,34859,13713,2115,15828,2285,52973
SED55905,0,56,0,56,..,101,21,125,0,120,..,18,3,23,0,23,..,125,32,159,0,159,..,704,82,781,18,798,..,6530,817,7346,90,7431,..,180,29,211,1886,2099,30953,6712,844,7552,1973,40484
SED59494,3,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,15,0,15,..,97,16,114,3,117,..,432,51,479,9,486,..,70,5,78,3411,3488,4079,497,56,555,3421,8055
SED59797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,61,3,66,0,66,..,0,0,0,219,221,232,59,3,65,218,514
SED60105,0,16,0,16,..,28,3,32,0,32,..,0,0,0,0,0,..,51,6,58,0,58,..,306,99,404,5,410,..,2087,228,2312,18,2332,..,73,20,97,870,968,21094,2159,251,2410,889,24397
SED60106,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,5,..,46,0,45,0,45,..,175,7,183,4,184,..,21,0,24,519,546,7023,192,13,208,523,7745
SED60113,3,50,0,50,..,24,5,34,0,34,..,9,0,9,0,9,..,48,6,52,0,52,..,320,53,372,12,385,..,2167,212,2378,30,2407,..,106,9,116,1451,1558,33642,2271,217,2494,1474,37609
SED60115,0,33,0,33,..,53,7,55,0,55,..,6,0,6,0,6,..,104,18,125,3,129,..,585,210,796,25,815,..,3561,829,4390,64,4457,..,137,32,166,2399,2569,33199,3698,857,4560,2464,40220
SED60207,0,12,0,12,..,32,5,36,0,36,..,0,0,0,0,0,..,44,23,64,0,67,..,272,52,322,15,340,..,1672,196,1874,26,1902,..,95,3,100,1720,1821,34800,1769,202,1969,1748,38522
SED60208,0,7,0,7,..,19,6,23,0,23,..,0,0,0,0,0,..,9,0,5,0,5,..,206,31,230,3,237,..,779,84,864,8,867,..,64,4,64,1612,1675,29947,841,87,927,1619,32493
SED60209,0,24,0,24,..,28,11,41,0,41,..,0,0,0,0,0,..,27,0,24,0,26,..,237,33,265,5,270,..,1432,118,1549,25,1573,..,88,3,92,2506,2595,34366,1522,118,1643,2528,38536
SED60301,0,3,0,3,..,11,0,12,0,12,..,0,0,0,0,0,..,31,7,40,0,44,..,199,54,255,6,260,..,1428,166,1590,25,1620,..,44,4,50,712,764,13968,1473,167,1644,739,16351
SED60302,9,98,3,104,..,47,5,58,4,56,..,0,0,7,0,7,..,286,58,340,7,343,..,826,241,1064,32,1098,..,7472,1010,8482,115,8594,..,174,47,223,1579,1799,26887,7643,1057,8697,1697,37278
SED60303,0,51,0,51,..,64,10,69,0,69,..,16,4,22,0,22,..,216,19,233,4,239,..,507,94,602,22,623,..,6131,497,6631,54,6681,..,115,13,128,1559,1690,28221,6243,512,6755,1613,36586
SED60304,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,12,12,333,14,0,14,12,353
SED60310,3,54,0,54,..,31,3,40,0,40,..,10,3,13,0,13,..,131,8,141,0,140,..,252,29,275,12,290,..,4200,393,4587,47,4631,..,57,9,71,699,765,15774,4255,399,4656,745,21175
SED60404,0,12,0,12,..,38,5,44,0,44,..,9,5,12,0,19,..,12,4,14,0,14,..,296,19,312,12,328,..,1672,108,1777,26,1806,..,79,5,85,1771,1856,32566,1752,110,1865,1798,36230
SED60410,0,24,0,24,..,23,5,24,0,28,..,5,0,5,0,5,..,63,3,72,6,72,..,179,27,207,10,217,..,2329,264,2595,39,2627,..,40,8,45,414,458,12757,2369,268,2635,450,15850
SED60411,0,23,0,23,..,39,0,43,0,47,..,5,0,5,0,5,..,116,12,126,0,126,..,236,39,271,10,282,..,3147,301,3449,34,3483,..,101,4,111,1104,1216,27559,3253,309,3555,1137,32261
SED60414,0,6,0,6,..,27,5,32,0,32,..,4,0,4,0,4,..,46,9,51,0,52,..,181,34,219,8,226,..,1435,161,1597,20,1623,..,56,8,61,1564,1625,24254,1491,168,1658,1588,27495
SED60501,0,0,0,0,..,10,0,7,0,7,..,0,0,0,0,0,..,15,10,21,0,20,..,94,10,105,6,105,..,534,57,588,13,603,..,53,0,61,1632,1692,19861,591,60,650,1645,22148
SED60505,0,10,0,10,..,0,0,0,0,0,..,0,0,3,0,3,..,5,6,6,0,6,..,84,15,101,0,104,..,429,44,474,8,476,..,25,0,21,313,335,9531,452,43,499,319,10342
SED60506,0,9,0,9,..,20,0,19,0,19,..,3,0,3,0,3,..,11,0,11,0,11,..,199,24,223,10,232,..,811,97,905,21,931,..,66,5,68,1689,1756,28086,870,97,971,1708,30772
SED60508,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,5,7,6,0,6,..,40,0,44,0,45,..,224,18,233,0,237,..,10,0,10,395,405,4562,234,18,249,395,5204
SED60512,0,6,0,6,..,23,3,23,0,26,..,0,0,0,0,0,..,15,3,14,0,14,..,191,21,213,5,216,..,979,72,1052,17,1074,..,69,0,71,2131,2206,31322,1046,75,1122,2156,34597
SED60514,0,9,0,9,..,8,0,6,0,6,..,0,0,0,0,0,..,14,0,20,0,20,..,74,8,80,6,83,..,432,51,483,9,496,..,18,0,26,342,365,9130,450,53,507,353,9995
SED69494,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,27,0,23,..,63,11,73,3,74,..,4,0,4,314,325,978,70,11,77,318,1377
SED69797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,11,0,0,0,3,19
SED70001,0,0,0,0,..,10,0,14,0,14,..,0,0,0,0,0,..,9,0,9,0,9,..,5599,880,6472,140,6616,..,5787,888,6672,140,6816,..,46,17,70,418,491,1324,5835,907,6742,564,8629
SED70002,5,20,0,20,..,29,5,32,0,32,..,0,0,0,0,0,..,44,13,47,0,47,..,678,81,756,23,784,..,2418,247,2669,42,2710,..,83,13,95,602,697,6557,2497,259,2761,643,9965
SED70003,0,4,0,4,..,4,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,5,..,5244,776,6017,53,6066,..,5393,782,6179,49,6235,..,105,17,123,742,861,2130,5504,799,6301,792,9227
SED70004,0,3,0,3,..,13,7,19,0,19,..,5,0,5,0,5,..,4,0,4,0,4,..,2976,336,3314,97,3408,..,3324,360,3687,112,3799,..,55,25,77,867,951,3702,3382,389,3766,978,8447
SED70005,0,13,0,16,..,48,9,57,0,57,..,3,0,3,0,3,..,70,16,90,0,90,..,233,38,273,8,276,..,1170,145,1311,21,1333,..,61,8,69,905,977,6376,1230,155,1381,929,8687
SED70006,0,3,0,3,..,23,4,23,0,23,..,0,0,0,0,0,..,16,8,26,0,26,..,663,53,713,17,728,..,1592,138,1735,29,1765,..,74,10,85,475,559,6462,1670,150,1818,509,8785
SED70007,3,34,0,34,..,40,14,59,0,59,..,0,0,0,0,0,..,44,13,60,0,60,..,204,41,246,4,250,..,1206,153,1353,12,1369,..,42,6,47,560,608,6925,1247,155,1402,574,8902
SED70008,16,72,0,72,..,33,12,49,0,49,..,3,0,4,0,4,..,101,22,121,0,121,..,292,32,326,7,330,..,3068,338,3407,31,3438,..,62,8,70,723,792,5421,3132,342,3476,756,9653
SED70009,0,0,0,0,..,15,3,12,0,12,..,0,0,0,0,0,..,29,21,48,0,51,..,2536,506,3039,116,3154,..,2809,561,3369,121,3490,..,53,17,65,1226,1295,4916,2855,576,3433,1353,9699
SED70010,0,21,0,21,..,60,9,68,0,73,..,0,0,0,0,0,..,44,31,72,0,72,..,288,33,320,8,327,..,1234,155,1393,19,1414,..,96,15,104,1132,1236,5944,1326,171,1498,1146,8590
SED70011,0,23,0,18,..,36,10,43,0,43,..,6,0,6,0,6,..,32,5,37,0,37,..,301,35,330,16,345,..,1649,129,1780,27,1810,..,39,0,45,528,574,5703,1688,133,1819,555,8081
SED70012,0,34,0,34,..,32,8,40,0,40,..,0,0,0,0,0,..,80,8,91,0,91,..,219,17,233,10,244,..,2019,168,2192,21,2216,..,38,6,46,628,678,5184,2057,175,2240,654,8071
SED70013,0,0,0,0,..,54,15,71,0,71,..,0,0,0,0,0,..,71,93,169,0,169,..,95,16,111,4,116,..,519,181,699,4,702,..,22,6,33,1012,1041,7710,539,187,725,1020,9457
SED70014,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,6,0,6,..,4730,652,5379,147,5530,..,4975,673,5645,156,5801,..,57,16,75,575,653,1533,5029,691,5718,730,7984
SED70015,0,42,0,42,..,64,19,81,0,81,..,6,0,6,0,6,..,75,21,95,0,95,..,295,54,347,12,357,..,2505,298,2801,41,2842,..,85,14,98,600,698,5138,2588,310,2902,647,8685
SED70016,0,28,0,28,..,69,24,90,0,90,..,0,0,0,0,0,..,76,40,118,0,118,..,489,95,582,20,603,..,2218,403,2627,34,2657,..,72,9,84,742,830,4970,2293,421,2709,777,8459
SED70017,0,3,0,3,..,23,3,27,0,27,..,6,0,6,0,6,..,16,12,30,0,30,..,833,76,909,22,926,..,1564,120,1685,29,1713,..,138,18,156,1275,1433,5476,1702,137,1844,1308,8626
SED70018,0,8,0,8,..,10,5,12,0,12,..,0,0,0,0,0,..,0,0,5,0,5,..,4283,1173,5449,175,5625,..,4553,1243,5792,187,5984,..,90,13,104,886,991,2511,4640,1253,5898,1075,9478
SED70019,0,0,0,0,..,8,0,8,0,8,..,4,3,7,0,7,..,15,3,15,0,15,..,2485,262,2746,48,2793,..,3127,307,3435,60,3492,..,72,16,89,1351,1437,5377,3198,328,3522,1410,10306
SED70020,0,0,0,0,..,37,3,39,0,41,..,0,0,0,0,0,..,19,6,26,0,26,..,201,14,215,0,213,..,589,55,642,6,648,..,25,0,29,1743,1769,7568,611,54,671,1745,9981
SED70021,0,33,0,33,..,24,0,26,0,26,..,0,0,0,0,0,..,45,11,53,0,53,..,245,38,282,6,291,..,2468,202,2665,35,2701,..,70,7,80,492,569,5470,2534,208,2748,529,8747
SED70022,4,41,0,41,..,41,19,65,0,65,..,12,0,13,0,13,..,159,29,189,0,189,..,254,29,283,8,292,..,3359,260,3615,33,3649,..,81,20,104,1238,1337,6105,3442,273,3715,1267,11087
SED70023,4,34,0,34,..,57,19,75,0,75,..,4,0,4,0,4,..,65,15,84,0,80,..,219,41,259,10,264,..,1819,285,2105,29,2132,..,39,12,52,654,699,5385,1861,292,2153,683,8221
SED70024,5,42,0,46,..,42,9,53,0,53,..,0,0,0,0,0,..,59,19,77,4,82,..,466,50,512,13,530,..,2473,203,2678,49,2729,..,72,17,88,667,754,7941,2543,218,2767,720,11418
SED70025,8,74,0,71,..,43,5,55,0,55,..,4,0,5,0,5,..,62,24,93,0,93,..,311,42,352,6,361,..,2903,399,3303,30,3337,..,47,5,54,659,712,5777,2947,407,3355,694,9825
SED79494,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,310,41,349,36,392,..,454,56,514,42,551,..,109,11,125,1214,1343,1605,567,70,636,1259,3500
SED79797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,11,0,11,..,0,0,0,24,24,63,7,4,11,24,99
SED80001,12,318,5,324,..,193,54,246,0,247,..,27,3,34,4,33,..,529,123,652,3,660,..,1692,267,1965,37,1994,..,11771,1304,13080,150,13229,..,252,28,277,2297,2572,67153,12024,1334,13354,2445,82954
SED80002,3,309,3,317,..,241,42,289,0,292,..,79,7,87,0,84,..,1127,290,1418,11,1424,..,3115,424,3536,63,3597,..,20208,2409,22615,196,22813,..,371,60,435,3088,3523,68688,20579,2467,23046,3293,95023
SED80003,7,283,0,283,..,187,36,224,0,219,..,80,4,85,0,85,..,666,139,806,11,814,..,2393,252,2642,45,2684,..,16778,1489,18265,164,18431,..,323,47,368,5645,6014,64021,17102,1538,18636,5814,88467
SED80004,35,579,3,579,..,175,39,214,3,216,..,61,10,77,0,76,..,372,61,429,8,438,..,2779,260,3035,58,3095,..,18860,1689,20547,225,20772,..,352,35,386,2901,3291,64662,19210,1724,20936,3130,88725
SED80005,40,896,14,912,..,259,52,307,5,313,..,94,11,109,6,109,..,1346,339,1687,14,1699,..,4245,548,4792,103,4898,..,31777,4190,35965,363,36332,..,481,89,571,2887,3458,58928,32263,4277,36539,3250,98716
SED89494,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,19,0,19,..,71,10,78,0,81,..,5,0,5,125,130,400,76,10,82,127,605
SED89797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,4,0,4,..,5,5,6,0,6,..,0,0,0,0,0,..,0,4,4,0,4,..,708,20,730,8,740,..,1560,347,1912,30,1944,..,15,10,24,859,889,1948,1575,360,1936,891,4778
SED99494,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,3,3,5,3,3,5,3,11
SED99797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
